#{"t_start": 1631274958.9852774, "env_id": null}
r,l,t 
1.190476,9,105.375148
1.071429,4,105.394099
1.214286,10,105.434984
1.166667,8,105.468895
1.214286,10,105.509785
-0.857143,7,105.540704
1.190476,9,105.578601
-9.690476,14,105.790653
1.166667,8,105.823435
1.190476,9,105.860866
1.166667,8,105.896194
1.309524,14,105.954038
-9.785714,10,105.991589
-0.928571,4,106.007211
1.119048,6,106.038453
1.190476,9,106.069696
1.190476,9,106.122551
1.190476,9,106.145489
1.166667,8,106.186018
1.142857,7,106.221853
-0.809524,9,106.275708
1.214286,10,106.348608
1.190476,9,106.392395
-9.761905,11,106.445255
-0.690476,14,106.512077
-0.809524,9,106.562939
-9.761905,11,106.629762
-0.619048,17,106.73548
-0.761905,11,106.787373
1.095238,5,106.812669
1.142857,7,106.845221
-0.833333,8,106.887105
1.166667,8,106.923975
-9.785714,10,106.972845
1.095238,5,107.002763
1.190476,9,107.278074
-0.833333,8,107.31892
1.166667,8,107.368784
1.142857,7,107.403728
1.142857,7,107.4386
1.142857,7,107.475502
-0.833333,8,107.51739
1.119048,6,107.553293
1.214286,10,107.603158
1.238095,11,107.650034
1.261905,12,107.714861
1.142857,7,107.748769
-0.809524,9,107.791656
-9.714286,13,107.846507
1.238095,11,107.892417
-9.690476,14,107.949274
-9.714286,13,108.003128
-0.880952,6,108.036002
-9.738095,12,108.093846
-9.785714,10,108.144711
1.119048,6,108.177623
1.166667,8,108.220506
-0.714286,13,108.277691
1.357143,16,108.342215
-0.833333,8,108.378119
1.214286,10,108.420007
1.285714,13,108.659422
1.238095,11,108.730265
1.238095,11,108.802146
1.166667,8,108.861879
1.166667,8,108.909787
1.214286,10,108.965603
1.166667,8,109.019492
-9.809524,9,109.070323
1.190476,9,109.121185
1.214286,10,109.178033
1.142857,7,109.225906
1.238095,11,109.304044
-0.785714,10,109.36254
1.095238,5,109.395452
-0.809524,9,109.453297
1.190476,9,109.504162
1.214286,10,109.559015
-0.690476,14,109.633822
1.166667,8,109.675745
1.190476,9,109.72062
1.166667,8,109.758481
1.190476,9,109.796417
1.190476,9,109.835276
1.238095,11,109.883149
-0.904762,5,109.909079
1.166667,8,109.943985
-0.833333,8,109.983879
1.142857,7,110.016791
1.142857,7,110.047708
1.166667,8,110.274141
-9.714286,13,110.330951
1.166667,8,110.369846
-9.714286,13,110.426694
1.166667,8,110.464593
1.071429,4,110.48454
1.119048,6,110.51446
1.238095,11,110.564326
1.190476,9,110.604219
1.238095,11,110.654085
1.095238,5,110.676028
1.261905,12,110.727889
-9.666667,15,110.7987
1.166667,8,110.833606
-0.857143,7,110.866518
1.261905,12,110.918379
1.190476,9,110.95927
1.119048,6,110.987195
-0.738095,12,111.048032
-0.880952,6,111.083937
1.261905,12,111.147766
1.190476,9,111.195639
1.142857,7,111.234535
1.166667,8,111.288424
1.142857,7,111.326289
1.166667,8,111.373163
-0.904762,5,111.404081
-0.761905,11,111.46392
1.285714,13,111.808001
1.166667,8,111.861857
1.285714,13,111.944636
-0.833333,8,112.009461
1.142857,7,112.053343
1.285714,13,112.124154
1.166667,8,112.173024
1.119048,6,112.203941
1.214286,10,112.256801
-0.619048,17,112.380488
-0.785714,10,112.453274
-0.833333,8,112.502144
1.261905,12,112.573952
1.238095,11,112.629802
1.261905,12,112.7056
1.238095,11,112.76544
1.190476,9,112.816303
1.238095,11,112.869162
1.309524,14,112.937978
-0.857143,7,112.97488
-0.809524,9,113.021794
1.119048,6,113.051714
1.142857,7,113.084588
1.214286,10,113.132458
1.166667,8,113.171354
1.261905,12,113.228203
-0.714286,13,113.505501
-0.833333,8,113.546385
1.261905,12,113.600249
-0.690476,14,113.663039
1.190476,9,113.702933
1.119048,6,113.732892
-0.833333,8,113.784714
1.142857,7,113.821615
1.261905,12,113.873205
-0.833333,8,113.909106
-0.785714,10,113.956168
-0.761905,11,114.002044
-0.714286,13,114.054539
-9.690476,14,114.111724
1.190476,9,114.147628
-0.785714,10,114.193748
1.166667,8,114.229652
-0.928571,4,114.249618
-0.833333,8,114.285522
1.285714,13,114.338789
-0.857143,7,114.371701
1.214286,10,114.415583
1.166667,8,114.452118
-0.880952,6,114.486027
1.261905,12,114.543873
1.285714,13,114.606705
-0.833333,8,114.647593
1.166667,8,114.933828
-9.738095,12,114.994667
1.214286,10,115.048523
1.214286,10,115.099387
1.142857,7,115.13928
-0.761905,11,115.197125
-0.857143,7,115.259956
-0.785714,10,115.330766
1.119048,6,115.362681
1.166667,8,115.416594
-0.785714,10,115.489343
-0.738095,12,115.571126
1.142857,7,115.615008
1.190476,9,115.677839
1.142857,7,115.716734
1.095238,5,115.745659
-0.690476,14,115.826443
1.190476,9,115.888276
1.261905,12,115.989007
1.261905,12,116.050843
1.190476,9,116.102702
-0.714286,13,116.165836
1.238095,11,116.222648
1.166667,8,116.261543
1.119048,6,116.293471
1.142857,7,116.330359
-0.785714,10,116.381224
1.166667,8,116.423111
1.166667,8,116.843986
1.190476,9,116.919784
1.214286,10,116.968652
-0.761905,11,117.070381
1.238095,11,117.14518
1.214286,10,117.199036
-0.738095,12,117.262866
1.238095,11,117.325699
1.142857,7,117.362599
1.095238,5,117.393517
1.214286,10,117.449367
-0.785714,10,117.516188
-0.785714,10,117.578023
1.166667,8,117.61692
1.095238,5,117.649831
1.238095,11,117.710668
1.190476,9,117.759537
1.238095,11,117.816385
1.119048,6,117.8483
1.142857,7,117.889191
-0.809524,9,117.96798
1.214286,10,118.024828
-0.809524,9,118.074694
-0.714286,13,118.138523
1.238095,11,118.192379
-9.785714,10,118.239255
1.214286,10,118.283137
1.119048,6,118.523437
1.166667,8,118.561755
1.261905,12,118.614212
-0.809524,9,118.657063
1.190476,9,118.694005
1.190476,9,118.734892
1.214286,10,118.778777
1.214286,10,118.82262
-0.785714,10,118.862491
1.285714,13,118.916348
1.238095,11,118.963888
-0.761905,11,119.010765
1.214286,10,119.052652
1.142857,7,119.083241
-9.809524,9,119.118146
-0.738095,12,119.171006
1.166667,8,119.205876
1.214286,10,119.245805
1.119048,6,119.272737
-0.880952,6,119.301658
1.238095,11,119.348531
-0.857143,7,119.381442
-9.785714,10,119.423294
-0.880952,6,119.451258
1.166667,8,119.486167
1.309524,14,119.54397
-0.738095,12,119.594834
-9.785714,10,119.826845
1.142857,7,119.856325
1.119048,6,119.883853
-0.761905,11,119.929772
-0.785714,10,119.975646
-0.833333,8,120.013506
1.214286,10,120.060383
1.285714,13,120.119262
1.095238,5,120.144195
1.238095,11,120.190034
1.071429,4,120.207027
1.238095,11,120.252907
1.190476,9,120.291801
-9.809524,9,120.329695
1.238095,11,120.377571
1.142857,7,120.408492
-9.738095,12,120.461308
1.357143,16,120.52813
-0.904762,5,120.553063
1.142857,7,120.585013
1.071429,4,120.603928
-0.761905,11,120.655293
-0.809524,9,120.698218
1.261905,12,120.746049
1.071429,4,120.763038
1.214286,10,120.806886
1.261905,12,120.85579
-0.690476,14,120.917796
-0.880952,6,121.187255
1.214286,10,121.244105
1.261905,12,121.302278
1.142857,7,121.337152
1.261905,12,121.397989
1.261905,12,121.45521
1.190476,9,121.498094
-0.809524,9,121.54098
-0.880952,6,121.570899
1.142857,7,121.604844
1.166667,8,121.643705
-0.785714,10,121.69058
1.261905,12,121.747427
1.071429,4,121.768372
-0.761905,11,121.822228
1.190476,9,121.861088
-0.761905,11,121.909992
1.214286,10,121.95089
1.190476,9,121.992782
1.095238,5,122.014677
1.261905,12,122.07055
1.190476,9,122.112813
1.142857,7,122.147718
1.095238,5,122.171654
1.142857,7,122.201462
1.119048,6,122.230386
-0.809524,9,122.276226
1.238095,11,122.325129
1.190476,9,122.368614
1.119048,6,122.602082
-0.761905,11,122.652981
1.261905,12,122.713467
1.214286,10,122.758571
1.309524,14,122.819456
1.333333,15,122.883067
1.214286,10,122.931901
-0.809524,9,122.975178
1.166667,8,123.014818
1.380952,17,123.091452
1.285714,13,123.150292
1.261905,12,123.200159
1.119048,6,123.230078
1.238095,11,123.27724
1.095238,5,123.300975
1.142857,7,123.329931
1.166667,8,123.362849
1.119048,6,123.392362
1.166667,8,123.431708
-0.857143,7,123.463623
1.142857,7,123.494899
-0.904762,5,123.517872
1.095238,5,123.542805
-9.833333,8,123.578708
-9.690476,14,123.635557
1.190476,9,123.677702
1.119048,6,123.703932
-9.714286,13,123.968415
-0.904762,5,123.995381
-0.833333,8,124.034887
1.119048,6,124.066804
1.238095,11,124.115672
1.190476,9,124.158523
1.190476,9,124.195423
-0.738095,12,124.254269
1.095238,5,124.279204
1.261905,12,124.335775
1.238095,11,124.383647
1.166667,8,124.419584
1.214286,10,124.469418
1.166667,8,124.507039
1.142857,7,124.542861
-0.809524,9,124.588702
1.166667,8,124.633617
1.166667,8,124.669364
1.214286,10,124.714246
1.166667,8,124.749221
-0.690476,14,124.810865
1.214286,10,124.859736
-0.761905,11,124.911836
1.190476,9,124.955684
1.214286,10,125.003985
-0.785714,10,125.054708
1.095238,5,125.081313
1.095238,5,125.10559
1.261905,12,125.164256
1.214286,10,125.412391
1.214286,10,125.457485
1.095238,5,125.482913
-0.785714,10,125.529136
1.190476,9,125.568991
1.142857,7,125.604392
-0.714286,13,125.662236
-0.761905,11,125.710075
1.166667,8,125.746012
-9.738095,12,125.796842
-0.833333,8,125.833743
1.238095,11,125.881649
1.119048,6,125.909542
1.214286,10,125.951475
-0.857143,7,125.986379
1.309524,14,126.050165
1.142857,7,126.081082
1.142857,7,126.115988
1.166667,8,126.152083
1.214286,10,126.196929
1.190476,9,126.236823
1.261905,12,126.292721
-0.928571,4,126.31466
-0.857143,7,126.351562
-0.714286,13,126.410789
-0.785714,10,126.455245
1.214286,10,126.499936
-0.785714,10,126.543858
-9.666667,15,126.798867
1.309524,14,126.863955
-0.785714,10,126.910795
1.214286,10,126.954712
1.190476,9,126.997604
1.166667,8,127.035462
-0.761905,11,127.084405
1.142857,7,127.115705
-0.761905,11,127.161345
1.261905,12,127.213718
1.071429,4,127.231882
1.190476,9,127.268196
1.166667,8,127.302067
1.166667,8,127.336017
1.166667,8,127.369772
-0.738095,12,127.419317
1.261905,12,127.466153
1.071429,4,127.48568
-0.809524,9,127.523489
1.285714,13,127.578469
1.285714,13,127.6312
1.166667,8,127.667105
-0.928571,4,127.686622
1.214286,10,127.727711
1.357143,16,127.789674
1.285714,13,127.840753
1.166667,8,128.064078
1.285714,13,128.118196
1.238095,11,128.165673
1.142857,7,128.193579
1.166667,8,128.22821
1.214286,10,128.269943
-0.690476,14,128.32687
-0.833333,8,128.362779
1.142857,7,128.394651
-0.928571,4,128.415628
-0.738095,12,128.468487
1.190476,9,128.508346
1.214286,10,128.553226
-0.904762,5,128.57417
1.238095,11,128.620087
-9.595238,18,128.686869
-0.857143,7,128.717054
-9.714286,13,128.768954
-9.761905,11,128.813796
-9.619048,17,128.884606
1.095238,5,128.907007
1.214286,10,128.950891
1.142857,7,128.98181
1.214286,10,129.025653
-0.928571,4,129.044602
1.190476,9,129.080483
1.142857,7,129.109473
1.190476,9,129.344702
-9.666667,15,129.41946
1.285714,13,129.476324
-0.857143,7,129.509221
1.095238,5,129.533194
1.380952,17,129.603967
1.190476,9,129.640868
1.261905,12,129.688135
-0.928571,4,129.708082
-0.857143,7,129.739008
-0.833333,8,129.776907
-0.690476,14,129.838048
1.238095,11,129.881931
-9.738095,12,129.930763
-0.857143,7,129.962677
1.261905,12,130.012544
1.166667,8,130.048223
1.238095,11,130.094965
-0.714286,13,130.152843
-9.761905,11,130.199723
1.095238,5,130.224665
1.119048,6,130.251586
1.190476,9,130.291477
-0.833333,8,130.327837
1.333333,15,130.389175
1.190476,9,130.427354
1.190476,9,130.655587
1.166667,8,130.687518
1.190476,9,130.726415
1.166667,8,130.761775
1.261905,12,130.813675
-0.738095,12,130.86454
1.238095,11,130.906899
1.142857,7,130.93686
1.142857,7,130.967736
1.190476,9,131.004989
1.261905,12,131.054666
1.309524,14,131.112512
-9.809524,9,131.148417
1.238095,11,131.197285
1.071429,4,131.214283
1.142857,7,131.243163
-0.833333,8,131.279105
-0.880952,6,131.306991
1.214286,10,131.34888
1.190476,9,131.387986
1.095238,5,131.4119
1.190476,9,131.445784
1.142857,7,131.475703
-0.833333,8,131.510622
1.190476,9,131.550515
1.190476,9,131.590518
1.309524,14,131.654343
-0.857143,7,131.690245
-0.857143,7,131.725152
1.119048,6,131.953415
-0.833333,8,131.988289
1.214286,10,132.030606
-9.833333,8,132.063438
-0.880952,6,132.090291
-9.785714,10,132.131057
1.261905,12,132.178932
1.142857,7,132.210847
-9.738095,12,132.262708
1.142857,7,132.291825
-9.738095,12,132.342689
1.238095,11,132.388997
1.142857,7,132.418879
-0.857143,7,132.449796
1.309524,14,132.504589
1.238095,11,132.547978
1.214286,10,132.59017
1.214286,10,132.633113
-0.714286,13,132.689775
1.238095,11,132.73565
1.214286,10,132.778535
1.214286,10,132.823418
1.285714,13,132.877235
-9.666667,15,132.939107
1.142857,7,132.971982
1.190476,9,133.015864
-0.809524,9,133.242945
-9.809524,9,133.280466
1.309524,14,133.346295
1.071429,4,133.368231
-0.666667,15,133.437047
-9.714286,13,133.490902
-9.690476,14,133.550201
1.238095,11,133.599086
-9.809524,9,133.637941
-0.809524,9,133.677836
1.238095,11,133.726746
1.309524,14,133.784584
-0.738095,12,133.837692
1.190476,9,133.875624
-0.833333,8,133.913491
-0.809524,9,133.957372
1.166667,8,133.994685
1.214286,10,134.037648
-9.666667,15,134.095953
1.214286,10,134.140646
1.261905,12,134.191546
1.190476,9,134.233397
1.071429,4,134.253375
1.095238,5,134.276349
-0.785714,10,134.321201
-9.738095,12,134.554572
1.190476,9,134.59683
-9.738095,12,134.649412
1.142857,7,134.678417
-0.666667,15,134.73929
-9.642857,16,134.801088
1.190476,9,134.835552
1.190476,9,134.874154
1.095238,5,134.897107
1.214286,10,134.934956
1.309524,14,134.990595
1.190476,9,135.026931
1.309524,14,135.082804
1.166667,8,135.114545
-9.785714,10,135.151413
-0.714286,13,135.207966
1.190476,9,135.243832
1.166667,8,135.278739
1.214286,10,135.32326
1.119048,6,135.352184
-0.809524,9,135.390076
-9.714286,13,135.442901
1.190476,9,135.482713
1.238095,11,135.525636
-9.785714,10,135.568518
1.261905,12,135.828878
1.119048,6,135.857694
-0.809524,9,135.903525
1.261905,12,135.953525
1.238095,11,136.004172
1.071429,4,136.023121
1.166667,8,136.0592
1.238095,11,136.105581
-9.761905,11,136.152512
-0.714286,13,136.210381
1.095238,5,136.236311
1.190476,9,136.273209
-0.785714,10,136.320086
-9.714286,13,136.373616
-0.857143,7,136.406493
1.190476,9,136.44539
-9.666667,15,136.507223
1.238095,11,136.554098
1.238095,11,136.601006
-0.809524,9,136.642861
1.357143,16,136.711327
1.071429,4,136.731826
-0.785714,10,136.776672
1.166667,8,136.811913
1.238095,11,136.860785
1.214286,10,136.907659
1.214286,10,137.168837
1.119048,6,137.19875
1.166667,8,137.236124
-0.928571,4,137.256775
1.238095,11,137.306876
-0.785714,10,137.351581
1.119048,6,137.382011
1.238095,11,137.432508
1.119048,6,137.457479
-9.714286,13,137.512294
-9.690476,14,137.571377
1.214286,10,137.619248
-0.833333,8,137.656583
1.214286,10,137.700501
-0.857143,7,137.733377
1.261905,12,137.784671
1.071429,4,137.804585
1.238095,11,137.853151
-0.761905,11,137.905083
1.261905,12,137.959306
1.119048,6,137.988228
1.214286,10,138.041087
1.119048,6,138.069265
1.095238,5,138.091242
-9.666667,15,138.154212
-0.761905,11,138.205101
1.238095,11,138.250994
1.285714,13,138.521555
1.190476,9,138.55934
1.214286,10,138.607768
1.119048,6,138.635654
-9.690476,14,138.695359
1.119048,6,138.72628
1.142857,7,138.757541
1.238095,11,138.808406
1.071429,4,138.828317
-9.690476,14,138.885199
1.166667,8,138.918116
-0.809524,9,138.962003
-0.833333,8,138.999859
1.071429,4,139.018809
1.238095,11,139.065528
1.119048,6,139.091657
-0.761905,11,139.141558
1.333333,15,139.205292
1.119048,6,139.232182
-9.690476,14,139.291856
1.071429,4,139.31399
-0.904762,5,139.340912
1.214286,10,139.384843
1.095238,5,139.40673
1.214286,10,139.451216
-0.761905,11,139.501528
-0.738095,12,139.556379
-0.833333,8,139.593283
1.166667,8,139.629185
1.261905,12,139.898238
1.190476,9,139.941867
-0.809524,9,139.983721
1.214286,10,140.0286
-0.833333,8,140.068978
1.142857,7,140.100925
-9.738095,12,140.151988
1.142857,7,140.184862
1.238095,11,140.227787
1.142857,7,140.259702
-9.785714,10,140.302549
1.071429,4,140.322494
1.238095,11,140.363385
1.190476,9,140.404997
-0.761905,11,140.454869
-0.785714,10,140.498352
1.214286,10,140.538246
-9.785714,10,140.580097
1.238095,11,140.625973
1.166667,8,140.662874
1.261905,12,140.710608
1.214286,10,140.752458
1.190476,9,140.789399
-0.809524,9,140.827259
1.142857,7,140.858176
1.190476,9,140.894045
1.142857,7,140.924257
-0.690476,14,140.986047
-9.761905,11,141.21015
1.142857,7,141.241568
1.214286,10,141.28246
1.095238,5,141.304437
1.238095,11,141.352271
1.238095,11,141.39687
-0.761905,11,141.443072
-0.904762,5,141.465015
1.190476,9,141.502964
-0.833333,8,141.537859
1.142857,7,141.568775
1.095238,5,141.590718
1.142857,7,141.621636
1.238095,11,141.669467
1.166667,8,141.705701
1.214286,10,141.746596
1.095238,5,141.769764
1.119048,6,141.797285
1.333333,15,141.859117
1.190476,9,141.900011
1.190476,9,141.940861
1.166667,8,141.970781
1.190476,9,142.007494
-9.690476,14,142.062494
-9.785714,10,142.104382
1.190476,9,142.142206
1.095238,5,142.165539
1.119048,6,142.191466
1.357143,16,142.262243
1.214286,10,142.488452
1.142857,7,142.520226
1.285714,13,142.571128
1.166667,8,142.604999
1.190476,9,142.641939
-0.857143,7,142.673815
-0.857143,7,142.709719
1.190476,9,142.749864
-0.833333,8,142.782455
1.190476,9,142.819803
1.071429,4,142.837753
1.261905,12,142.894598
1.166667,8,142.934459
1.071429,4,142.955435
1.190476,9,142.994297
-0.785714,10,143.037216
-0.833333,8,143.073119
1.166667,8,143.111983
1.142857,7,143.1429
1.214286,10,143.183791
1.261905,12,143.233684
1.285714,13,143.295478
1.190476,9,143.340611
1.190476,9,143.377831
1.190476,9,143.416588
-0.833333,8,143.453489
1.190476,9,143.49266
-9.690476,14,143.546705
1.071429,4,143.567649
1.119048,6,143.883805
1.071429,4,143.928684
-0.857143,7,144.006477
1.214286,10,144.081275
1.190476,9,144.156077
1.190476,9,144.210929
1.166667,8,144.249825
1.190476,9,144.290798
1.214286,10,144.336675
1.071429,4,144.358618
1.166667,8,144.393485
1.166667,8,144.426397
-9.714286,13,144.47594
1.190476,9,144.514823
1.119048,6,144.541751
1.261905,12,144.594237
1.095238,5,144.614146
1.190476,9,144.652982
1.071429,4,144.67002
-9.690476,14,144.723385
1.166667,8,144.758735
1.142857,7,144.788579
1.285714,13,144.846601
1.119048,6,144.874964
-0.904762,5,144.899851
1.214286,10,144.946451
1.190476,9,144.992293
1.190476,9,145.039206
1.309524,14,145.103994
1.166667,8,145.139721
1.142857,7,145.382992
-0.785714,10,145.429346
1.142857,7,145.461407
1.166667,8,145.497133
1.142857,7,145.526055
1.142857,7,145.552984
1.190476,9,145.593561
-0.857143,7,145.62747
1.119048,6,145.655716
1.095238,5,145.67666
-0.904762,5,145.701593
-9.761905,11,145.743382
-9.666667,15,145.805831
-0.880952,6,145.831906
-0.833333,8,145.86781
1.261905,12,145.920025
1.190476,9,145.955966
1.166667,8,145.990836
-9.761905,11,146.035717
-0.833333,8,146.071655
1.238095,11,146.26211
1.166667,8,146.29711
1.119048,6,146.326035
-0.809524,9,146.368216
1.071429,4,146.386968
-0.904762,5,146.409867
1.166667,8,146.445266
1.190476,9,146.487153
-0.690476,14,146.548987
1.214286,10,146.596859
1.190476,9,146.640225
-0.761905,11,146.875479
-0.833333,8,146.918327
-0.809524,9,146.964813
1.238095,11,147.011467
-9.714286,13,147.06234
1.309524,14,147.121183
1.142857,7,147.153192
1.166667,8,147.1881
1.142857,7,147.223005
1.309524,14,147.282135
1.214286,10,147.325902
1.119048,6,147.352017
-0.785714,10,147.397894
1.142857,7,147.429062
-0.880952,6,147.455991
1.166667,8,147.488903
1.214286,10,147.529259
1.119048,6,147.558181
1.214286,10,147.602316
1.214286,10,147.641449
1.214286,10,147.681592
1.166667,8,147.714485
1.166667,8,147.750494
1.214286,10,147.79458
1.166667,8,147.828477
1.285714,13,147.882294
1.214286,10,147.924182
1.238095,11,148.159089
1.238095,11,148.207933
1.119048,6,148.236856
1.261905,12,148.290678
-0.833333,8,148.329608
1.214286,10,148.375451
-0.857143,7,148.410392
1.071429,4,148.431335
1.238095,11,148.510092
1.190476,9,148.599852
1.166667,8,148.68263
1.190476,9,148.776381
1.166667,8,148.843201
-0.785714,10,148.922988
1.190476,9,148.987814
1.238095,11,149.041704
1.142857,7,149.078605
1.095238,5,149.104502
1.238095,11,149.159356
1.190476,9,149.25111
1.142857,7,149.326907
1.142857,7,149.401708
1.214286,10,149.494459
-0.880952,6,149.531394
1.071429,4,149.561283
1.166667,8,149.627105
1.166667,8,149.674976
1.119048,6,149.703899
1.166667,8,149.738847
-9.761905,11,149.785681
1.190476,9,149.828604
-0.809524,9,150.05799
-0.857143,7,150.090979
-0.904762,5,150.118905
1.142857,7,150.155686
1.142857,7,150.187563
1.095238,5,150.20854
1.071429,4,150.226499
1.238095,11,150.271371
-0.857143,7,150.301259
1.119048,6,150.327189
1.095238,5,150.34917
-9.714286,13,150.397915
1.166667,8,150.432813
1.095238,5,150.456146
-0.833333,8,150.494006
-9.761905,11,150.534897
1.142857,7,150.563819
-0.833333,8,150.597788
1.142857,7,150.627649
1.238095,11,150.67157
1.142857,7,150.702301
1.142857,7,150.734214
1.238095,11,150.780093
1.166667,8,150.815993
1.214286,10,150.859878
1.095238,5,150.882828
1.095238,5,150.906751
1.119048,6,150.932693
1.119048,6,150.960607
1.095238,5,150.984544
1.166667,8,151.017416
1.142857,7,151.047337
-9.809524,9,151.081084
1.190476,9,151.118328
1.071429,4,151.138276
1.285714,13,151.381361
1.190476,9,151.422215
1.214286,10,151.466134
-0.785714,10,151.509925
1.214286,10,151.549749
1.261905,12,151.600314
-0.833333,8,151.637236
1.238095,11,151.688138
-0.833333,8,151.719017
1.190476,9,151.754922
1.071429,4,151.774909
1.142857,7,151.806782
1.190476,9,151.841728
1.214286,10,151.884613
1.190476,9,151.921476
1.166667,8,151.952393
1.190476,9,151.992323
1.142857,7,152.024239
1.214286,10,152.07008
1.071429,4,152.089067
-0.738095,12,152.137897
1.238095,11,152.180782
1.119048,6,152.208923
1.119048,6,152.237803
1.166667,8,152.27075
-9.666667,15,152.331913
1.261905,12,152.380823
-0.857143,7,152.412936
-9.761905,11,152.643565
-0.714286,13,152.700732
-9.761905,11,152.744786
1.261905,12,152.793658
-0.785714,10,152.839538
-0.785714,10,152.882579
1.119048,6,152.909507
-0.690476,14,152.968102
-0.833333,8,153.001013
-9.666667,15,153.057905
1.071429,4,153.076004
1.261905,12,153.124538
1.190476,9,153.163279
1.095238,5,153.184395
-0.857143,7,153.217307
1.190476,9,153.257235
1.238095,11,153.298743
1.190476,9,153.335624
1.190476,9,153.372696
1.214286,10,153.411882
1.238095,11,153.455645
1.190476,9,153.492599
1.095238,5,153.513053
-0.833333,8,153.547945
1.261905,12,153.596663
-0.714286,13,153.650976
1.119048,6,153.860651
1.238095,11,153.907402
-9.738095,12,153.951997
1.119048,6,153.979057
1.214286,10,154.017549
1.166667,8,154.051393
-9.666667,15,154.108107
1.119048,6,154.135035
-0.809524,9,154.177921
1.166667,8,154.213834
-9.666667,15,154.271633
-0.714286,13,154.325488
1.119048,6,154.351419
1.166667,8,154.38468
1.190476,9,154.421544
1.238095,11,154.4666
1.261905,12,154.517465
-9.714286,13,154.570106
1.190476,9,154.607045
1.190476,9,154.645903
1.190476,9,154.681807
1.071429,4,154.698762
1.095238,5,154.720704
1.261905,12,154.768633
-0.833333,8,154.802531
1.095238,5,154.824474
1.214286,10,154.863367
1.166667,8,154.895311
1.261905,12,155.127578
-0.809524,9,155.169491
1.214286,10,155.209669
1.190476,9,155.250683
1.214286,10,155.290578
1.142857,7,155.32286
-0.785714,10,155.369493
1.261905,12,155.421103
1.166667,8,155.454016
1.166667,8,155.486927
1.190476,9,155.523829
-0.928571,4,155.543775
1.214286,10,155.58271
1.142857,7,155.614028
-0.833333,8,155.647529
1.166667,8,155.684428
1.190476,9,155.725319
1.166667,8,155.760509
-0.833333,8,155.799407
1.119048,6,155.826295
1.166667,8,155.858244
-0.928571,4,155.875201
-9.714286,13,155.925858
1.119048,6,155.952765
1.214286,10,155.997069
1.214286,10,156.037959
-0.761905,11,156.084369
-0.857143,7,156.116446
1.142857,7,156.145407
1.119048,6,156.169183
1.261905,12,156.405021
-0.880952,6,156.434018
-0.857143,7,156.466513
-9.738095,12,156.514847
-0.857143,7,156.545922
1.166667,8,156.579963
1.238095,11,156.622848
1.119048,6,156.649776
-0.809524,9,156.691664
1.166667,8,156.724438
1.142857,7,156.753323
-9.714286,13,156.804189
1.142857,7,156.836139
1.119048,6,156.864067
1.214286,10,156.906913
-0.833333,8,156.943856
1.166667,8,156.978758
1.119048,6,157.002657
1.166667,8,157.035569
1.166667,8,157.06852
-0.857143,7,157.100471
1.119048,6,157.125026
1.214286,10,157.163594
-9.690476,14,157.221524
1.261905,12,157.272521
1.166667,8,157.306275
1.285714,13,157.360569
1.095238,5,157.385502
1.166667,8,157.423994
1.095238,5,157.447866
1.214286,10,157.673033
1.190476,9,157.709984
1.238095,11,157.757805
-0.714286,13,157.814691
1.119048,6,157.843609
1.119048,6,157.870545
-0.904762,5,157.892446
1.214286,10,157.931378
1.238095,11,157.977253
-0.833333,8,158.01216
1.142857,7,158.041087
1.214286,10,158.084968
1.190476,9,158.120856
1.238095,11,158.168728
-0.785714,10,158.214602
1.095238,5,158.240499
1.190476,9,158.278435
1.190476,9,158.315298
1.095238,5,158.338304
1.238095,11,158.382127
1.214286,10,158.424094
1.095238,5,158.44439
1.142857,7,158.472399
-0.857143,7,158.503275
1.142857,7,158.532198
1.214286,10,158.571143
-0.833333,8,158.606001
-0.714286,13,158.658859
-0.833333,8,158.692769
1.238095,11,158.736651
1.142857,7,158.949244
-0.833333,8,158.986146
-0.904762,5,159.011042
-0.880952,6,159.044951
-0.904762,5,159.069885
1.214286,10,159.115577
1.190476,9,159.154639
1.190476,9,159.194489
1.214286,10,159.236376
-0.785714,10,159.279988
1.095238,5,159.302899
1.214286,10,159.342786
1.071429,4,159.360703
1.261905,12,159.411253
1.166667,8,159.44616
1.261905,12,159.494391
1.190476,9,159.53845
1.261905,12,159.592271
1.119048,6,159.620197
-0.761905,11,159.675084
1.166667,8,159.707963
1.214286,10,159.749885
1.166667,8,159.78933
1.119048,6,159.816297
1.285714,13,159.872147
1.095238,5,159.897041
1.095238,5,159.921028
-0.833333,8,159.958876
1.095238,5,159.981853
1.214286,10,160.025697
1.190476,9,160.062598
1.190476,9,160.282384
-9.785714,10,160.322318
1.119048,6,160.35256
-0.833333,8,160.389947
-0.761905,11,160.444589
1.142857,7,160.47455
1.238095,11,160.520304
1.214286,10,160.565186
1.142857,7,160.596469
1.214286,10,160.638145
1.214286,10,160.679306
1.119048,6,160.705534
1.309524,14,160.762095
1.190476,9,160.798717
1.214286,10,160.84003
1.166667,8,160.874113
1.119048,6,160.902036
-9.714286,13,160.951963
1.309524,14,161.010844
1.119048,6,161.035785
-9.690476,14,161.089057
1.166667,8,161.120918
1.238095,11,161.164841
-9.690476,14,161.217169
1.238095,11,161.260993
1.142857,7,161.292685
-0.833333,8,161.329624
1.190476,9,161.558942
1.095238,5,161.579023
1.119048,6,161.604127
-0.904762,5,161.629422
-0.785714,10,161.669453
