#{"t_start": 1631273319.9714222, "env_id": null}
r,l,t 
1.166667,8,547.791762
1.190476,9,547.827932
1.166667,8,547.862377
1.285714,13,547.920702
1.142857,7,548.1633
-0.857143,7,548.2012
1.166667,8,548.239099
1.119048,6,548.268022
1.238095,11,548.308156
1.119048,6,548.339402
1.261905,12,548.40157
1.190476,9,548.442601
-0.761905,11,548.491465
1.333333,15,548.549276
-0.785714,10,548.592162
1.190476,9,548.630061
-0.833333,8,548.653732
-0.761905,11,548.700595
1.142857,7,548.731838
1.285714,13,548.786921
1.261905,12,548.833787
1.190476,9,548.865026
1.166667,8,548.91189
1.214286,10,548.943134
1.214286,10,548.989961
-0.761905,11,549.036864
1.166667,8,549.068104
-0.857143,7,549.099349
1.261905,12,549.146213
1.285714,13,549.196723
1.142857,7,549.228028
1.238095,11,549.428839
1.261905,12,549.491361
1.142857,7,549.508009
1.238095,11,549.554872
-9.738095,12,549.601775
1.071429,4,549.633016
-0.785714,10,549.66426
1.095238,5,549.695502
1.190476,9,549.726706
-0.880952,6,549.757985
1.285714,13,549.804813
1.119048,6,549.836094
1.404762,18,549.89854
1.238095,11,549.945446
-9.690476,14,549.992306
1.142857,7,550.023547
1.071429,4,550.03917
1.071429,4,550.054792
1.166667,8,550.101656
1.190476,9,550.1329
1.309524,14,550.179762
1.238095,11,550.232642
-0.738095,12,550.287058
-0.833333,8,550.328238
1.190476,9,550.365453
-0.833333,8,550.401392
1.261905,12,550.454215
-0.785714,10,550.665414
1.285714,13,550.727854
1.166667,8,550.759096
-0.833333,8,550.805961
-0.880952,6,550.821582
1.357143,16,550.890254
1.285714,13,550.952776
1.309524,14,550.999639
-0.809524,9,551.052098
1.214286,10,551.096015
1.190476,9,551.134876
1.166667,8,551.168821
1.142857,7,551.198743
1.285714,13,551.255576
-0.880952,6,551.286471
1.119048,6,551.316391
-0.809524,9,551.359277
1.214286,10,551.403021
1.166667,8,551.439976
1.166667,8,551.4773
1.285714,13,551.532957
1.071429,4,551.552524
1.166667,8,551.589609
1.238095,11,551.622579
1.142857,7,551.653861
1.190476,9,551.700687
-0.785714,10,551.731966
1.190476,9,551.778832
-9.761905,11,551.98187
-0.833333,8,552.013152
-9.690476,14,552.075622
1.261905,12,552.122464
1.285714,13,552.169364
1.095238,5,552.184948
-0.809524,9,552.236477
1.071429,4,552.254426
1.214286,10,552.293894
1.166667,8,552.3251
-0.880952,6,552.35638
1.166667,8,552.387621
-0.761905,11,552.434487
-0.833333,8,552.46573
1.309524,14,552.528214
1.071429,4,552.543797
1.285714,13,552.5907
1.214286,10,552.621942
-0.785714,10,552.673515
1.261905,12,552.720417
1.119048,6,552.745334
1.071429,4,552.765232
1.238095,11,552.813139
1.190476,9,552.850005
-9.785714,10,552.89269
1.166667,8,552.927593
-9.666667,15,552.987432
1.261905,12,553.199268
1.119048,6,553.241077
1.261905,12,553.286992
1.095238,5,553.308969
1.190476,9,553.327679
1.142857,7,553.358921
-0.761905,11,553.418178
1.214286,10,553.463233
1.309524,14,553.520085
1.166667,8,553.553991
1.238095,11,553.605931
-9.690476,14,553.670052
1.285714,13,553.720948
1.261905,12,553.76985
-0.761905,11,553.817187
-0.809524,9,553.857045
1.285714,13,553.906641
-0.809524,9,553.947836
-0.833333,8,553.973624
-0.547619,20,554.051731
1.142857,7,554.08301
-0.857143,7,554.114217
1.119048,6,554.129878
-0.714286,13,554.192364
-0.738095,12,554.245021
1.071429,4,554.42255
-0.904762,5,554.453792
-0.809524,9,554.485082
1.238095,11,554.531938
1.119048,6,554.547558
-9.761905,11,554.594384
1.071429,4,554.61354
1.119048,6,554.62917
1.119048,6,554.663249
1.190476,9,554.694501
-0.880952,6,554.710122
1.095238,5,554.741403
1.261905,12,554.788236
1.261905,12,554.835114
1.190476,9,554.866372
-0.761905,11,554.913232
1.238095,11,554.970207
1.309524,14,555.017153
-0.809524,9,555.064007
1.333333,15,555.126493
1.238095,11,555.157699
1.238095,11,555.204601
-0.714286,13,555.269864
1.214286,10,555.303196
1.095238,5,555.318816
1.285714,13,555.381303
1.214286,10,555.426421
1.261905,12,555.664297
1.214286,10,555.70718
1.261905,12,555.758816
1.261905,12,555.811706
1.309524,14,555.858319
-9.690476,14,555.920791
1.190476,9,555.952039
1.142857,7,555.983297
1.261905,12,556.024532
1.333333,15,556.087018
-0.714286,13,556.133882
1.309524,14,556.196403
1.190476,9,556.227646
1.142857,7,556.25889
1.190476,9,556.305716
-0.904762,5,556.321377
1.214286,10,556.362895
1.285714,13,556.409758
-0.857143,7,556.441004
1.190476,9,556.487826
1.357143,16,556.550312
1.238095,11,556.59721
1.095238,5,556.612833
-0.809524,9,556.6597
1.261905,12,556.862777
-9.690476,14,556.925256
1.119048,6,556.956464
-0.809524,9,556.987746
1.190476,9,557.018986
1.190476,9,557.065852
-0.833333,8,557.097093
1.285714,13,557.143957
-9.714286,13,557.206443
1.071429,4,557.222064
-0.738095,12,557.268929
-0.833333,8,557.300171
1.214286,10,557.347038
1.285714,13,557.393898
-9.666667,15,557.460199
1.238095,11,557.492596
-9.761905,11,557.539423
1.190476,9,557.570704
1.071429,4,557.586324
1.142857,7,557.617567
1.119048,6,557.648807
1.190476,9,557.681242
-9.738095,12,557.712524
1.309524,14,557.77497
1.166667,8,557.806252
1.214286,10,557.837494
1.214286,10,557.884357
-0.785714,10,558.123467
-0.738095,12,558.177839
-0.809524,9,558.220916
1.238095,11,558.266963
-9.809524,9,558.303864
1.190476,9,558.34376
-0.809524,9,558.381658
1.261905,12,558.418274
1.309524,14,558.490303
1.309524,14,558.544444
1.166667,8,558.576358
1.333333,15,558.625339
-0.809524,9,558.672379
1.190476,9,558.689051
1.238095,11,558.735954
1.214286,10,558.786185
-9.761905,11,558.830643
1.190476,9,558.868541
-0.714286,13,558.929287
1.357143,16,558.998103
1.142857,7,559.028944
-0.785714,10,559.075516
1.166667,8,559.111201
1.309524,14,559.357803
-0.785714,10,559.404666
-9.785714,10,559.45153
-0.809524,9,559.482773
-0.761905,11,559.541038
1.190476,9,559.579672
1.261905,12,559.626546
-0.809524,9,559.66627
-0.833333,8,559.702027
1.285714,13,559.75492
1.119048,6,559.782862
1.142857,7,559.810736
-0.761905,11,559.857363
1.119048,6,559.885288
1.119048,6,559.912184
-0.928571,4,559.933809
1.309524,14,559.976425
-0.761905,11,560.052551
1.142857,7,560.07637
1.309524,14,560.138451
1.166667,8,560.170604
1.261905,12,560.210685
1.285714,13,560.274111
1.095238,5,560.299007
1.238095,11,560.348907
1.238095,11,560.396746
-0.809524,9,560.436638
1.166667,8,560.710034
1.214286,10,560.756935
1.190476,9,560.79263
-9.785714,10,560.823945
1.357143,16,560.892517
-0.833333,8,560.939415
1.238095,11,560.986283
1.238095,11,561.017528
1.095238,5,561.048768
1.190476,9,561.087916
1.166667,8,561.122785
-0.904762,5,561.148716
1.285714,13,561.201355
1.142857,7,561.238281
1.142857,7,561.275183
-0.761905,11,561.339013
1.166667,8,561.374097
1.166667,8,561.410473
1.166667,8,561.447412
1.190476,9,561.487267
-0.904762,5,561.513198
1.142857,7,561.545117
1.190476,9,561.583444
1.119048,6,561.606382
-0.785714,10,561.64827
-0.857143,7,561.67813
-0.809524,9,561.709411
-0.785714,10,561.756274
-0.785714,10,561.803138
1.190476,9,561.834378
-0.833333,8,562.037421
1.238095,11,562.084327
-9.738095,12,562.131186
1.095238,5,562.146807
-0.833333,8,562.178053
1.071429,4,562.193673
-9.761905,11,562.240544
-9.690476,14,562.30302
-0.857143,7,562.334263
1.214286,10,562.365505
1.214286,10,562.412333
1.214286,10,562.459235
1.238095,11,562.490482
-0.738095,12,562.537305
1.119048,6,562.568583
1.238095,11,562.599827
-9.785714,10,562.646691
-0.714286,13,562.693556
-0.761905,11,562.740419
1.261905,12,562.787286
1.190476,9,562.818527
-9.809524,9,562.865351
1.238095,11,562.904173
1.166667,8,562.937016
-0.833333,8,562.970927
1.095238,5,562.99187
1.214286,10,563.029956
1.285714,13,563.254485
-0.690476,14,563.316969
1.190476,9,563.348213
1.214286,10,563.379454
-0.880952,6,563.410699
1.071429,4,563.42632
1.166667,8,563.457563
1.095238,5,563.488805
1.261905,12,563.53567
-0.785714,10,563.582533
-9.666667,15,563.629398
1.166667,8,563.676262
1.309524,14,563.723125
-0.690476,14,563.786161
-0.785714,10,563.833037
1.071429,4,563.848658
-0.904762,5,563.864279
1.166667,8,563.895522
1.190476,9,563.942386
1.190476,9,563.973628
1.190476,9,564.004869
-0.690476,14,564.067356
1.238095,11,564.114221
-9.714286,13,564.161084
1.166667,8,564.192327
1.238095,11,564.239191
1.261905,12,564.480366
1.190476,9,564.526466
-0.857143,7,564.56739
-0.761905,11,564.627231
1.261905,12,564.686078
1.166667,8,564.723938
-0.809524,9,564.768783
1.166667,8,564.806206
1.238095,11,564.858589
-0.904762,5,564.886654
1.190476,9,564.927249
-0.714286,13,564.987691
1.166667,8,565.011449
1.190476,9,565.058316
1.190476,9,565.089556
-0.809524,9,565.141046
-0.904762,5,565.168268
1.285714,13,565.226438
-9.809524,9,565.284259
1.309524,14,565.358958
1.309524,14,565.437613
-0.761905,11,565.562552
1.142857,7,565.659274
1.238095,11,565.71816
-0.809524,9,565.763994
-0.809524,9,565.831572
-0.833333,8,565.883903
1.142857,7,566.168726
-0.809524,9,566.215512
-0.714286,13,566.284447
1.190476,9,566.329327
1.309524,14,566.392192
-0.809524,9,566.436629
1.190476,9,566.474633
1.095238,5,566.49854
-0.857143,7,566.529292
1.095238,5,566.544951
1.214286,10,566.576157
1.119048,6,566.607399
1.190476,9,566.648911
-0.833333,8,566.681665
-0.833333,8,566.71962
1.261905,12,566.775371
-0.785714,10,566.822236
1.095238,5,566.837857
1.166667,8,566.887723
1.166667,8,566.94956
-0.690476,14,567.122446
-0.738095,12,567.192522
1.190476,9,567.242483
1.142857,7,567.282849
1.238095,11,567.342869
1.142857,7,567.424782
1.119048,6,567.460685
1.190476,9,567.508338
1.285714,13,567.768223
1.238095,11,567.81103
-9.714286,13,567.862346
1.095238,5,567.884757
-0.714286,13,567.946593
1.214286,10,567.995652
1.071429,4,568.01226
-0.761905,11,568.059123
1.285714,13,568.109945
-9.619048,17,568.17243
-0.690476,14,568.219293
1.190476,9,568.269654
1.238095,11,568.31656
-0.857143,7,568.347801
1.214286,10,568.394726
-9.809524,9,568.426086
1.380952,17,568.488769
1.214286,10,568.535594
1.214286,10,568.582459
-0.857143,7,568.613737
1.166667,8,568.64498
1.119048,6,568.67561
1.214286,10,568.714194
1.190476,9,568.753088
1.119048,6,568.784965
1.238095,11,568.835103
1.190476,9,569.195866
1.095238,5,569.234762
-9.738095,12,569.291647
1.214286,10,569.335493
-0.738095,12,569.390346
-0.690476,14,569.45617
1.119048,6,569.48609
-0.714286,13,569.548922
1.095238,5,569.573855
1.238095,11,569.62073
1.095238,5,569.644665
1.214286,10,569.692571
1.190476,9,569.730791
1.214286,10,569.773039
1.119048,6,569.800964
1.238095,11,569.855818
-9.642857,16,569.924634
1.095238,5,569.946575
1.380952,17,570.014186
1.238095,11,570.057534
1.142857,7,570.089658
1.309524,14,570.152144
1.142857,7,570.188214
1.285714,13,570.249053
1.142857,7,570.283958
1.238095,11,570.335819
-0.738095,12,570.721788
1.190476,9,570.802572
1.119048,6,570.835483
1.238095,11,570.889339
1.261905,12,570.944192
1.285714,13,571.014006
1.190476,9,571.055893
1.309524,14,571.121231
1.166667,8,571.16405
-0.785714,10,571.215474
1.261905,12,571.262453
1.166667,8,571.297064
1.238095,11,571.343928
1.309524,14,571.406415
1.261905,12,571.453279
-0.809524,9,571.500144
1.166667,8,571.53139
-9.666667,15,571.593871
1.261905,12,571.750085
1.119048,6,571.81424
1.261905,12,571.878728
1.142857,7,571.909969
1.071429,4,571.925591
1.095238,5,571.956835
1.214286,10,572.003699
1.142857,7,572.036683
1.214286,10,572.297636
1.095238,5,572.313259
1.238095,11,572.360122
-0.714286,13,572.426248
1.190476,9,572.468143
1.190476,9,572.5808
1.214286,10,572.707462
1.142857,7,572.748352
-0.833333,8,572.832129
1.166667,8,572.877007
1.190476,9,572.92089
1.119048,6,572.94278
1.261905,12,572.989645
-0.880952,6,573.020887
-0.809524,9,573.052168
1.166667,8,573.09903
1.142857,7,573.130274
1.214286,10,573.173737
1.238095,11,573.216915
1.214286,10,573.266815
1.142857,7,573.298696
-0.833333,8,573.337592
1.166667,8,573.377485
-9.619048,17,573.456278
1.119048,6,573.486194
1.261905,12,573.589918
-0.833333,8,573.688654
1.190476,9,573.772429
-0.880952,6,574.055673
1.166667,8,574.118518
1.142857,7,574.155405
1.261905,12,574.210293
1.095238,5,574.236215
-9.714286,13,574.302014
1.309524,14,574.361886
1.119048,6,574.39081
1.095238,5,574.417704
1.166667,8,574.529405
1.261905,12,574.655071
1.119048,6,574.684989
1.166667,8,574.720893
1.166667,8,574.758834
-0.833333,8,574.807661
1.261905,12,574.880466
1.142857,7,574.95028
1.261905,12,575.012114
-9.738095,12,575.06597
1.190476,9,575.108855
1.142857,7,575.142764
1.309524,14,575.20859
1.261905,12,575.263444
1.285714,13,575.450941
-9.714286,13,575.5407
-9.857143,7,575.573612
-0.809524,9,575.620487
-0.785714,10,575.921681
-0.690476,14,575.995485
-0.809524,9,576.042359
1.190476,9,576.086278
1.238095,11,576.231852
1.214286,10,576.330588
1.261905,12,576.386438
1.285714,13,576.453259
-0.761905,11,576.506118
1.071429,4,576.527062
1.190476,9,576.56895
1.190476,9,576.617821
1.309524,14,576.710571
1.261905,12,576.786369
1.071429,4,576.807313
-0.690476,14,576.876129
1.309524,14,576.939958
1.119048,6,576.971873
1.119048,6,577.006779
1.119048,6,577.037697
1.214286,10,577.08856
-0.809524,9,577.133474
1.214286,10,577.178354
-9.785714,10,577.28703
1.119048,6,577.356844
1.238095,11,577.43663
1.214286,10,577.483552
1.119048,6,577.730877
1.261905,12,577.797665
1.119048,6,577.85551
-0.904762,5,577.897398
1.119048,6,577.930309
1.238095,11,577.983168
1.285714,13,578.044047
1.071429,4,578.065985
1.261905,12,578.125787
1.095238,5,578.155707
1.095238,5,578.18463
1.238095,11,578.237488
-0.880952,6,578.269403
-0.833333,8,578.30933
1.142857,7,578.376118
1.190476,9,578.496795
1.214286,10,578.590545
1.166667,8,578.637064
1.214286,10,578.683927
1.238095,11,578.730792
1.238095,11,578.785074
1.214286,10,578.829986
1.119048,6,578.858913
1.261905,12,578.90974
-0.809524,9,578.951628
1.214286,10,578.996972
1.166667,8,579.035631
1.095238,5,579.062593
1.285714,13,579.118178
1.190476,9,579.339206
1.261905,12,579.389143
1.285714,13,579.448919
-0.904762,5,579.475847
1.214286,10,579.527742
1.238095,11,579.581563
-0.761905,11,579.668332
1.261905,12,579.815594
1.214286,10,579.892388
1.071429,4,579.914329
-0.761905,11,579.967188
-0.833333,8,580.009086
1.190476,9,580.053956
1.166667,8,580.105817
1.214286,10,580.203557
1.238095,11,580.265391
1.214286,10,580.313263
-9.714286,13,580.370111
1.166667,8,580.410004
1.166667,8,580.447902
-0.738095,12,580.502756
1.190476,9,580.585536
1.142857,7,580.678288
1.119048,6,580.757077
-0.857143,7,580.799961
-9.642857,16,580.924628
1.309524,14,580.993443
1.190476,9,581.312303
1.238095,11,581.471912
-0.785714,10,581.532713
1.214286,10,581.606823
-0.833333,8,581.668657
1.071429,4,581.692593
1.285714,13,581.754427
-0.809524,9,581.800304
1.190476,9,581.849174
1.142857,7,581.883083
1.095238,5,581.908017
1.261905,12,581.964864
1.119048,6,582.05662
-9.738095,12,582.205223
1.095238,5,582.23614
1.285714,13,582.296978
-0.880952,6,582.328893
1.238095,11,582.380754
1.190476,9,582.431617
1.357143,16,582.550299
1.238095,11,582.604155
-9.714286,13,582.661003
1.166667,8,582.700896
1.142857,7,582.739794
1.119048,6,582.772704
1.261905,12,582.824566
1.261905,12,582.934273
1.238095,11,583.28637
1.214286,10,583.335202
1.261905,12,583.399029
1.309524,14,583.463855
1.142857,7,583.497765
1.238095,11,583.557605
1.190476,9,583.601487
-0.880952,6,583.632405
1.190476,9,583.67529
1.190476,9,583.730154
-0.833333,8,583.808609
1.166667,8,583.861467
1.261905,12,583.921308
1.142857,7,583.958208
1.190476,9,584.001093
1.261905,12,584.058938
-0.809524,9,584.101576
1.285714,13,584.151876
1.095238,5,584.167497
-0.833333,8,584.214361
1.285714,13,584.261246
1.166667,8,584.292492
1.166667,8,584.339356
1.166667,8,584.370599
1.095238,5,584.397246
1.142857,7,584.420734
1.238095,11,584.467597
1.119048,6,584.483258
1.190476,9,584.712037
1.095238,5,584.73597
1.238095,11,584.788822
1.214286,10,584.841653
1.214286,10,584.923435
-0.857143,7,585.017731
1.142857,7,585.120457
-0.904762,5,585.166333
-9.666667,15,585.240138
1.190476,9,585.290036
1.166667,8,585.358819
1.166667,8,585.42564
-9.761905,11,585.477501
1.119048,6,585.507421
-0.738095,12,585.567261
1.119048,6,585.598178
1.166667,8,585.637126
1.214286,10,585.685982
1.166667,8,585.725872
-9.714286,13,585.78069
1.166667,8,585.828596
1.238095,11,585.880426
-0.857143,7,585.926301
-0.785714,10,586.081885
1.261905,12,586.198822
-0.809524,9,586.255339
1.166667,8,586.320599
-0.761905,11,586.383082
1.142857,7,586.640232
1.071429,4,586.662174
1.214286,10,586.710045
1.142857,7,586.744986
-0.809524,9,586.792824
1.095238,5,586.824738
1.071429,4,586.842691
1.095238,5,586.867668
-9.738095,12,586.906588
1.214286,10,586.954054
1.095238,5,586.969675
-0.738095,12,587.047168
1.190476,9,587.090053
1.095238,5,587.116947
1.119048,6,587.149891
1.071429,4,587.17283
1.095238,5,587.198754
-0.833333,8,587.238621
1.190476,9,587.280507
1.214286,10,587.32439
1.238095,11,587.375045
1.142857,7,587.408993
1.357143,16,587.484785
1.142857,7,587.519657
-9.714286,13,587.582453
1.166667,8,587.621349
1.142857,7,587.657258
1.190476,9,587.706125
1.071429,4,587.737039
1.285714,13,587.798909
-9.690476,14,587.864699
1.261905,12,588.109946
1.166667,8,588.152795
1.190476,9,588.196678
-0.761905,11,588.247032
1.261905,12,588.302881
-9.833333,8,588.338785
1.142857,7,588.371697
1.095238,5,588.39663
1.166667,8,588.432201
1.238095,11,588.484101
1.071429,4,588.507003
1.214286,10,588.552879
1.214286,10,588.598756
-0.809524,9,588.642639
1.095238,5,588.667572
1.190476,9,588.710457
1.261905,12,588.764313
1.261905,12,588.819167
1.238095,11,588.870031
1.238095,11,588.925364
-0.857143,7,588.962263
-0.761905,11,589.01338
1.261905,12,589.068233
1.214286,10,589.11411
1.214286,10,589.161983
1.285714,13,589.219827
-0.714286,13,589.27867
-9.595238,18,589.572333
1.142857,7,589.605285
1.214286,10,589.639163
-0.904762,5,589.670406
1.214286,10,589.71727
-0.833333,8,589.748513
1.214286,10,589.803324
1.142857,7,589.830285
1.142857,7,589.861566
1.071429,4,589.887432
1.190476,9,589.923336
-0.857143,7,589.95593
1.285714,13,590.01004
1.142857,7,590.03781
-0.809524,9,590.081891
1.190476,9,590.123751
1.238095,11,590.172647
1.261905,12,590.224475
-0.714286,13,590.287307
-0.761905,11,590.341829
-0.761905,11,590.395685
1.095238,5,590.419621
1.142857,7,590.454528
-0.785714,10,590.511382
1.285714,13,590.587173
-0.761905,11,590.647013
1.238095,11,590.701999
-0.761905,11,590.958028
1.190476,9,591.010783
-9.690476,14,591.058352
-9.809524,9,591.105253
1.119048,6,591.120838
1.166667,8,591.167701
-0.738095,12,591.225654
1.095238,5,591.248591
-0.880952,6,591.277514
1.095238,5,591.302475
1.261905,12,591.355306
-0.761905,11,591.405212
1.095238,5,591.4321
-0.761905,11,591.480969
1.142857,7,591.511855
1.190476,9,591.55078
-0.880952,6,591.579702
1.071429,4,591.600179
1.071429,4,591.623109
-0.857143,7,591.655009
1.166667,8,591.688953
1.119048,6,591.716883
1.238095,11,591.764227
-0.833333,8,591.800131
-0.928571,4,591.821075
-0.809524,9,591.864958
1.261905,12,591.914824
1.166667,8,591.949773
1.166667,8,591.982704
1.261905,12,592.031563
1.214286,10,592.072402
1.119048,6,592.289605
1.214286,10,592.335088
1.190476,9,592.390938
1.095238,5,592.418863
1.238095,11,592.473717
1.190476,9,592.515604
1.309524,14,592.577248
1.285714,13,592.627601
1.142857,7,592.658883
1.285714,13,592.705744
1.214286,10,592.752609
1.261905,12,592.814681
-0.738095,12,592.867503
-0.880952,6,592.896424
1.119048,6,592.922433
-0.761905,11,592.970391
1.166667,8,593.01029
1.190476,9,593.049147
1.214286,10,593.090982
1.119048,6,593.120287
1.261905,12,593.174143
-0.738095,12,593.252233
1.119048,6,593.282153
-0.785714,10,593.329317
1.119048,6,593.34245
1.214286,10,593.392072
1.261905,12,593.439045
-0.785714,10,593.683372
-0.785714,10,593.727839
1.095238,5,593.74773
-0.714286,13,593.801384
-0.761905,11,593.841633
1.238095,11,593.888498
1.142857,7,593.919741
1.095238,5,593.951031
-0.809524,9,593.98227
-0.761905,11,594.029089
1.142857,7,594.060331
-0.809524,9,594.110326
1.238095,11,594.141591
1.238095,11,594.188433
1.119048,6,594.221154
-0.738095,12,594.268123
-0.833333,8,594.310014
-0.833333,8,594.341307
1.190476,9,594.385505
1.333333,15,594.431192
1.261905,12,594.493716
1.119048,6,594.509337
1.166667,8,594.54058
1.214286,10,594.587406
1.119048,6,594.618687
1.261905,12,594.666445
1.238095,11,594.713346
1.214286,10,594.916386
1.142857,7,594.947628
1.190476,9,594.99466
1.095238,5,595.010281
1.166667,8,595.041523
1.119048,6,595.072801
1.095238,5,595.088388
1.261905,12,595.135252
1.119048,6,595.166533
1.214286,10,595.197778
-9.761905,11,595.244602
-9.714286,13,595.291465
1.214286,10,595.338329
1.166667,8,595.369608
1.142857,7,595.400851
1.142857,7,595.432057
1.261905,12,595.478957
1.214286,10,595.510202
1.119048,6,595.536947
1.238095,11,595.580581
1.142857,7,595.611823
-9.738095,12,595.658649
1.119048,6,595.689892
1.238095,11,595.746007
1.214286,10,595.787184
1.190476,9,595.819024
-9.666667,15,595.875505
1.119048,6,595.903391
-9.690476,14,596.160313
1.142857,7,596.190269
1.119048,6,596.218849
1.238095,11,596.290553
1.190476,9,596.341789
1.071429,4,596.364947
-0.738095,12,596.409522
1.071429,4,596.446694
1.285714,13,596.50753
1.190476,9,596.552435
1.095238,5,596.574465
-0.880952,6,596.610329
1.238095,11,596.668453
1.285714,13,596.73119
1.238095,11,596.789414
-0.857143,7,596.82792
1.214286,10,596.879894
1.166667,8,596.92182
1.095238,5,596.94871
1.095238,5,596.974677
1.190476,9,597.028497
-9.809524,9,597.113339
1.095238,5,597.204309
1.142857,7,597.299142
1.166667,8,597.34007
1.190476,9,597.391894
1.166667,8,597.438768
1.285714,13,597.502598
1.214286,10,597.577404
-0.857143,7,597.644222
1.238095,11,597.710043
-0.785714,10,597.961734
1.190476,9,598.010604
1.214286,10,598.057979
1.119048,6,598.088858
1.214286,10,598.139725
1.119048,6,598.168678
1.142857,7,598.204556
1.166667,8,598.247469
1.214286,10,598.292315
1.142857,7,598.330214
-0.857143,7,598.368145
-0.785714,10,598.416981
-0.857143,7,598.451921
1.166667,8,598.492811
-0.761905,11,598.545641
-0.857143,7,598.583569
1.142857,7,598.617444
1.190476,9,598.65634
1.309524,14,598.721228
1.214286,10,598.769336
1.166667,8,598.809824
1.119048,6,598.840251
1.214286,10,598.89077
-9.714286,13,598.953604
1.285714,13,599.016434
-0.857143,7,599.052337
1.214286,10,599.101206
1.285714,13,599.167506
1.095238,5,599.192961
1.142857,7,599.471218
1.190476,9,599.522081
1.119048,6,599.552001
1.190476,9,599.597879
1.261905,12,599.748476
-0.785714,10,599.837239
1.214286,10,599.886108
1.214286,10,599.954924
1.142857,7,600.025736
1.190476,9,600.074604
1.142857,7,600.106518
1.095238,5,600.131452
1.119048,6,600.163366
-0.833333,8,600.202263
1.238095,11,600.255121
1.142857,7,600.291024
-0.738095,12,600.351861
1.071429,4,600.373804
-0.833333,8,600.412699
1.261905,12,600.470583
1.142857,7,600.503495
1.238095,11,600.555318
1.166667,8,600.58823
1.190476,9,600.627126
-0.857143,7,600.661035
1.166667,8,600.695942
-0.857143,7,600.728996
-9.714286,13,600.782812
1.119048,6,600.809778
1.119048,6,600.838696
1.166667,8,601.055785
1.261905,12,601.103443
1.166667,8,601.139547
-0.809524,9,601.176688
1.261905,12,601.22508
1.119048,6,601.253009
1.166667,8,601.288719
1.166667,8,601.323627
1.071429,4,601.344571
1.119048,6,601.371497
-0.904762,5,601.396432
1.166667,8,601.432335
1.190476,9,601.473189
1.095238,5,601.498122
1.285714,13,601.559957
1.166667,8,601.59571
1.190476,9,601.634605
1.142857,7,601.673461
1.214286,10,601.719374
1.214286,10,601.76721
1.190476,9,601.812091
1.190476,9,601.854977
1.261905,12,601.908832
1.261905,12,601.963685
1.214286,10,602.008566
-0.642857,16,602.084363
1.285714,13,602.143205
1.214286,10,602.192108
1.285714,13,602.432303
1.142857,7,602.463138
-9.833333,8,602.497047
-0.880952,6,602.527449
1.166667,8,602.564351
1.190476,9,602.609228
1.357143,16,602.687982
1.190476,9,602.735888
1.238095,11,602.787752
1.071429,4,602.810687
1.142857,7,602.852576
-0.857143,7,602.891472
1.142857,7,602.927343
-0.928571,4,602.951301
-0.785714,10,603.004169
-9.761905,11,603.05899
-0.761905,11,603.119863
-0.785714,10,603.170728
1.166667,8,603.207628
1.095238,5,603.235519
1.214286,10,603.282393
1.309524,14,603.349093
1.214286,10,603.393973
1.214286,10,603.437859
-0.880952,6,603.471734
-0.928571,4,603.497666
1.119048,6,603.530571
-0.785714,10,603.58343
1.095238,5,603.610357
1.095238,5,603.637285
1.214286,10,603.691494
1.214286,10,603.97055
1.095238,5,603.996447
1.214286,10,604.046314
1.238095,11,604.103194
-0.785714,10,604.158015
1.238095,11,604.220884
1.238095,11,604.283679
1.142857,7,604.319973
1.190476,9,604.359866
1.285714,13,604.419706
1.214286,10,604.462591
-0.809524,9,604.504479
1.214286,10,604.55438
1.190476,9,604.599228
1.214286,10,604.642111
1.261905,12,604.696808
-0.904762,5,604.722737
1.190476,9,604.762631
1.071429,4,604.783574
1.261905,12,604.835436
1.071429,4,604.854388
1.166667,8,604.890289
1.166667,8,604.92719
-0.809524,9,604.968082
1.166667,8,605.004977
1.166667,8,605.04086
1.261905,12,605.093833
1.238095,11,605.143784
1.309524,14,605.416266
1.142857,7,605.451412
1.333333,15,605.510002
-9.738095,12,605.557961
1.166667,8,605.592867
1.095238,5,605.614809
1.214286,10,605.657544
1.095238,5,605.681699
1.095238,5,605.704636
1.095238,5,605.727574
1.166667,8,605.77142
-0.738095,12,605.826273
-0.785714,10,605.876561
1.190476,9,605.921446
-9.666667,15,605.992648
1.190476,9,606.039526
1.285714,13,606.102359
1.261905,12,606.157354
1.166667,8,606.193116
1.285714,13,606.250961
-9.690476,14,606.315788
1.095238,5,606.331822
-0.761905,11,606.380474
-0.928571,4,606.399461
-0.928571,4,606.419409
1.238095,11,606.467281
1.238095,11,606.519137
-0.809524,9,606.811322
1.119048,6,606.846229
-0.809524,9,606.895098
1.071429,4,606.921029
-0.833333,8,606.965909
1.214286,10,607.015776
1.261905,12,607.082071
1.214286,10,607.126505
1.071429,4,607.148013
1.142857,7,607.180294
-0.785714,10,607.211537
1.166667,8,607.270566
1.214286,10,607.321008
-0.857143,7,607.35653
1.095238,5,607.3789
1.095238,5,607.408411
-0.785714,10,607.462342
1.238095,11,607.518288
1.285714,13,607.580272
1.238095,11,607.632282
1.261905,12,607.692242
1.238095,11,607.75199
1.119048,6,607.78582
1.166667,8,607.828706
1.190476,9,607.879568
1.095238,5,607.903505
-0.857143,7,607.939375
-9.785714,10,607.985253
1.261905,12,608.047088
1.095238,5,608.075013
-0.785714,10,608.381089
-0.761905,11,608.462868
