#{"t_start": 1631273319.9714222, "env_id": null}
r,l,t 
1.333333,15,712.606736
1.190476,9,712.646592
1.261905,12,712.701433
1.071429,4,712.718387
1.095238,5,712.739732
1.095238,5,712.762056
-0.809524,9,712.801439
1.095238,5,712.82511
1.119048,6,712.852768
1.238095,11,713.121282
1.238095,11,713.172487
1.071429,4,713.192159
1.119048,6,713.224073
1.071429,4,713.242909
-9.738095,12,713.30321
1.166667,8,713.339014
1.095238,5,713.3653
1.285714,13,713.422987
1.095238,5,713.447885
1.285714,13,713.508615
1.309524,14,713.567801
1.190476,9,713.607813
1.142857,7,713.639725
1.214286,10,713.68261
-9.809524,9,713.72047
1.142857,7,713.748395
1.142857,7,713.779313
1.142857,7,713.8103
-9.809524,9,713.846882
1.190476,9,713.883783
-9.785714,10,713.92215
1.119048,6,713.947084
1.071429,4,713.965473
1.119048,6,713.993234
1.071429,4,714.013772
1.214286,10,714.054574
1.190476,9,714.091512
1.142857,7,714.124424
1.214286,10,714.169267
-9.761905,11,714.215612
1.142857,7,714.47404
1.285714,13,714.529774
1.119048,6,714.557701
-0.809524,9,714.601584
-0.833333,8,714.640479
1.095238,5,714.661539
1.119048,6,714.687469
1.238095,11,714.730699
1.261905,12,714.780527
1.142857,7,714.812441
1.166667,8,714.853332
1.166667,8,714.891231
1.166667,8,714.931124
1.261905,12,714.985978
1.166667,8,715.024873
1.238095,11,715.075737
1.238095,11,715.126601
1.142857,7,715.162506
1.238095,11,715.212373
1.071429,4,715.239301
-0.761905,11,715.291161
1.214286,10,715.335044
1.071429,4,715.35499
1.214286,10,715.400868
1.142857,7,715.432784
1.166667,8,715.469686
1.214286,10,715.51656
1.142857,7,715.548475
1.166667,8,715.58338
1.119048,6,715.61238
1.166667,8,715.839855
1.166667,8,715.876755
1.119048,6,715.908669
1.142857,7,715.942577
-0.904762,5,715.968484
-0.857143,7,716.005695
1.166667,8,716.04258
1.166667,8,716.080447
1.238095,11,716.131315
1.166667,8,716.167212
1.166667,8,716.202754
1.190476,9,716.243642
1.095238,5,716.267593
1.119048,6,716.294511
1.071429,4,716.31346
1.142857,7,716.345373
1.261905,12,716.394204
1.095238,5,716.415185
1.190476,9,716.453086
1.190476,9,716.490985
1.190476,9,716.529879
1.119048,6,716.555771
1.095238,5,716.575718
1.071429,4,716.593719
1.071429,4,716.610088
1.119048,6,716.636061
1.190476,9,716.673872
1.095238,5,716.696811
1.166667,8,716.732318
1.095238,5,716.755257
1.071429,4,716.775206
1.071429,4,716.794153
1.095238,5,716.817093
1.190476,9,716.855996
1.119048,6,716.882876
1.285714,13,716.937768
1.214286,10,716.989592
1.142857,7,717.2325
1.095238,5,717.258672
-0.880952,6,717.285397
1.071429,4,717.305083
1.214286,10,717.348969
1.142857,7,717.37653
1.190476,9,717.415425
-0.809524,9,717.456304
1.190476,9,717.500197
1.095238,5,717.523098
1.166667,8,717.555053
1.119048,6,717.579591
1.071429,4,717.59792
1.071429,4,717.616869
1.166667,8,717.666152
1.261905,12,717.714023
1.166667,8,717.747933
1.095238,5,717.7716
1.238095,11,717.818552
-0.833333,8,717.855452
-0.761905,11,717.906279
1.119048,6,717.936199
1.166667,8,717.97709
1.261905,12,718.034935
1.095238,5,718.059767
1.238095,11,718.106643
1.119048,6,718.133534
1.071429,4,718.152482
1.142857,7,718.17941
1.119048,6,718.204343
1.214286,10,718.246377
1.261905,12,718.301234
-0.809524,9,718.342125
1.119048,6,718.558074
1.214286,10,718.597758
1.166667,8,718.63319
1.166667,8,718.665868
1.214286,10,718.709353
-0.880952,6,718.737278
1.095238,5,718.760216
1.071429,4,718.780163
1.119048,6,718.808088
1.095238,5,718.831027
1.071429,4,718.850973
-0.785714,10,718.895854
1.142857,7,718.926771
1.119048,6,718.953095
1.071429,4,718.97005
1.071429,4,718.988002
1.214286,10,719.026756
1.095238,5,719.047598
1.238095,11,719.093752
1.166667,8,719.126094
1.095238,5,719.148036
1.166667,8,719.179792
-0.904762,5,719.20291
1.119048,6,719.228841
1.142857,7,719.260052
-0.833333,8,719.295943
1.190476,9,719.334852
1.285714,13,719.389441
1.095238,5,719.410385
1.190476,9,719.446288
1.095238,5,719.468421
1.071429,4,719.48677
1.190476,9,719.52365
1.095238,5,719.54559
1.166667,8,719.579501
1.071429,4,719.597453
1.142857,7,719.627373
1.190476,9,719.857019
-9.833333,8,719.887137
1.214286,10,719.931689
1.119048,6,719.959083
1.142857,7,719.986368
1.261905,12,720.033316
1.071429,4,720.052266
1.119048,6,720.07771
1.238095,11,720.120596
1.119048,6,720.147524
1.261905,12,720.197052
1.119048,6,720.223828
1.309524,14,720.280638
1.095238,5,720.320531
1.119048,6,720.347459
1.095238,5,720.370865
1.095238,5,720.3948
-0.833333,8,720.432662
1.190476,9,720.477556
1.095238,5,720.503757
-9.785714,10,720.541458
1.071429,4,720.560408
-9.761905,11,720.603443
1.095238,5,720.626381
1.095238,5,720.648323
1.166667,8,720.681235
1.071429,4,720.699987
1.166667,8,720.733896
1.119048,6,720.760824
1.166667,8,720.794735
1.119048,6,720.820668
-0.833333,8,720.856568
1.142857,7,720.887496
1.071429,4,720.902408
1.190476,9,720.948286
-0.904762,5,720.981197
1.095238,5,721.199599
1.261905,12,721.251618
1.095238,5,721.275551
1.119048,6,721.303478
-0.809524,9,721.340338
1.071429,4,721.357293
1.261905,12,721.402173
1.190476,9,721.439855
-0.738095,12,721.497714
1.071429,4,721.520652
1.071429,4,721.543591
1.333333,15,721.617752
1.142857,7,721.646673
1.095238,5,721.669616
1.095238,5,721.692554
1.238095,11,721.739427
1.309524,14,721.796277
1.095238,5,721.819213
1.309524,14,721.875063
1.071429,4,721.893014
1.166667,8,721.926922
1.071429,4,721.943841
1.142857,7,721.971766
1.166667,8,722.004717
-0.833333,8,722.035988
-0.809524,9,722.074884
1.214286,10,722.115774
1.166667,8,722.149151
-0.833333,8,722.185057
1.261905,12,722.235921
1.119048,6,722.262809
1.190476,9,722.487874
-0.714286,13,722.541476
1.142857,7,722.569616
1.095238,5,722.592066
1.142857,7,722.620988
1.071429,4,722.639806
1.214286,10,722.681509
1.142857,7,722.711155
1.095238,5,722.734094
1.119048,6,722.760209
-0.928571,4,722.780141
1.238095,11,722.826019
1.238095,11,722.871904
1.142857,7,722.901818
1.166667,8,722.936728
1.309524,14,722.99357
-0.833333,8,723.028477
1.142857,7,723.055407
1.166667,8,723.088322
1.095238,5,723.111257
1.166667,8,723.145166
1.166667,8,723.179075
1.238095,11,723.224914
1.166667,8,723.253836
1.166667,8,723.290738
1.214286,10,723.33211
1.071429,4,723.351847
1.119048,6,723.375745
1.095238,5,723.401676
1.190476,9,723.447553
1.119048,6,723.475392
1.119048,6,723.50194
1.142857,7,723.527601
1.190476,9,723.564502
1.166667,8,723.788935
-0.785714,10,723.83358
1.190476,9,723.874433
1.142857,7,723.910337
1.119048,6,723.936185
1.166667,8,723.969301
1.119048,6,723.991597
1.190476,9,724.028196
1.214286,10,724.071081
1.166667,8,724.106111
1.071429,4,724.124053
-0.809524,9,724.162948
1.095238,5,724.186847
1.214286,10,724.227737
1.119048,6,724.258655
1.166667,8,724.294685
1.095238,5,724.316764
-9.714286,13,724.368504
1.166667,8,724.402449
1.238095,11,724.448328
1.214286,10,724.489216
1.166667,8,724.523086
1.142857,7,724.548061
-0.785714,10,724.590946
1.166667,8,724.624852
1.095238,5,724.64779
1.119048,6,724.673723
1.142857,7,724.704639
-0.809524,9,724.744531
1.119048,6,724.770463
1.309524,14,724.827315
1.095238,5,724.850249
-9.642857,16,725.106164
1.214286,10,725.146678
1.214286,10,725.184577
1.071429,4,725.203145
1.095238,5,725.224801
1.119048,6,725.252364
-0.880952,6,725.280022
1.238095,11,725.324901
1.238095,11,725.371774
1.238095,11,725.416656
1.214286,10,725.455512
1.119048,6,725.479448
1.166667,8,725.51236
1.214286,10,725.551212
1.214286,10,725.592102
1.190476,9,725.629204
1.190476,9,725.666104
1.214286,10,725.707993
1.142857,7,725.737914
1.071429,4,725.755863
1.142857,7,725.785792
1.142857,7,725.816702
1.142857,7,725.846623
1.095238,5,725.869567
1.095238,5,725.888471
1.095238,5,725.908417
1.142857,7,725.936382
1.071429,4,725.953128
1.095238,5,725.974874
1.119048,6,725.999047
1.119048,6,726.023973
1.190476,9,726.060875
1.071429,4,726.079827
1.119048,6,726.106751
1.166667,8,726.333546
1.095238,5,726.356485
1.119048,6,726.382613
1.142857,7,726.413518
1.071429,4,726.4312
1.261905,12,726.478075
1.261905,12,726.526945
-0.809524,9,726.56584
1.071429,4,726.58479
1.095238,5,726.607589
-0.857143,7,726.634517
1.238095,11,726.679397
1.119048,6,726.705328
-9.690476,14,726.761179
1.261905,12,726.81304
1.071429,4,726.833984
1.071429,4,726.852934
1.309524,14,726.912773
1.261905,12,726.964634
1.071429,4,726.983598
1.238095,11,727.027466
1.214286,10,727.068357
1.214286,10,727.111242
1.095238,5,727.134182
1.166667,8,727.173077
1.119048,6,727.198502
1.071429,4,727.21735
1.142857,7,727.246192
1.095238,5,727.269131
1.166667,8,727.306036
1.238095,11,727.352829
1.214286,10,727.394842
1.190476,9,727.650373
1.095238,5,727.67329
1.071429,4,727.693237
1.142857,7,727.725152
1.190476,9,727.765045
1.214286,10,727.809918
1.142857,7,727.840852
1.214286,10,727.879984
1.142857,7,727.909904
1.142857,7,727.939824
-0.880952,6,727.964652
1.071429,4,727.980651
-0.833333,8,728.015558
-0.880952,6,728.04348
1.071429,4,728.061432
1.261905,12,728.110263
1.214286,10,728.148162
1.190476,9,728.185844
1.071429,4,728.2043
1.190476,9,728.23907
1.238095,11,728.285912
1.095238,5,728.308889
1.190476,9,728.345751
1.071429,4,728.362706
1.261905,12,728.411565
1.119048,6,728.438283
1.142857,7,728.468202
1.095238,5,728.49114
1.238095,11,728.531993
1.095238,5,728.553934
1.071429,4,728.571885
1.119048,6,728.598325
1.142857,7,728.629867
1.119048,6,728.654889
-0.809524,9,728.692788
1.095238,5,728.715103
-0.833333,8,728.974254
1.166667,8,729.011155
1.095238,5,729.034879
1.285714,13,729.098511
-0.785714,10,729.156357
1.095238,5,729.182324
1.261905,12,729.234293
1.166667,8,729.269088
1.261905,12,729.318953
-0.738095,12,729.371815
1.119048,6,729.396747
1.095238,5,729.419647
-0.738095,12,729.471546
1.119048,6,729.498473
1.095238,5,729.522409
1.261905,12,729.574273
1.238095,11,729.621108
1.119048,6,729.648527
1.119048,6,729.673461
1.142857,7,729.704045
1.190476,9,729.745686
1.166667,8,729.782154
1.285714,13,729.840992
-0.833333,8,729.879923
1.261905,12,729.934781
1.095238,5,729.961704
1.119048,6,729.99262
1.214286,10,730.03947
1.142857,7,730.070387
-0.809524,9,730.115294
-0.714286,13,730.377963
1.190476,9,730.41678
1.095238,5,730.440703
-0.809524,9,730.4796
-0.809524,9,730.52049
1.119048,6,730.547421
1.071429,4,730.566369
1.071429,4,730.585321
1.142857,7,730.616234
-0.738095,12,730.667101
1.142857,7,730.697021
1.119048,6,730.72295
1.095238,5,730.74589
1.190476,9,730.785743
1.166667,8,730.815702
1.238095,11,730.859585
1.238095,11,730.907455
-0.857143,7,730.93937
1.071429,4,730.958322
1.190476,9,730.996219
1.261905,12,731.047082
1.166667,8,731.080992
1.190476,9,731.118891
-9.666667,15,731.177734
-0.880952,6,731.206618
1.119048,6,731.235573
1.190476,9,731.280453
1.071429,4,731.300401
1.261905,12,731.349236
1.166667,8,731.386818
1.095238,5,731.413746
-0.833333,8,731.676615
1.071429,4,731.69357
1.071429,4,731.711797
1.285714,13,731.766422
1.119048,6,731.794347
1.119048,6,731.820279
-0.761905,11,731.86918
1.238095,11,731.915525
1.166667,8,731.947398
1.238095,11,731.993372
1.095238,5,732.015471
1.261905,12,732.058732
1.119048,6,732.083926
1.238095,11,732.128974
1.238095,11,732.172857
1.190476,9,732.212401
1.095238,5,732.234338
1.238095,11,732.276188
1.095238,5,732.298129
-9.714286,13,732.348993
1.119048,6,732.378178
-0.833333,8,732.419034
1.119048,6,732.446961
1.214286,10,732.495862
1.095238,5,732.521764
-0.785714,10,732.570421
1.214286,10,732.616261
1.119048,6,732.646825
1.119048,6,732.673759
1.166667,8,732.706193
1.214286,10,732.749078
1.119048,6,732.772647
1.095238,5,732.991288
1.190476,9,733.029528
1.190476,9,733.065834
1.190476,9,733.101447
1.238095,11,733.146177
1.095238,5,733.167121
1.190476,9,733.202181
1.071429,4,733.220134
-9.642857,16,733.28496
1.238095,11,733.332418
1.071429,4,733.35133
1.214286,10,733.398084
1.071429,4,733.415039
-0.880952,6,733.441062
1.166667,8,733.468717
1.142857,7,733.496336
1.142857,7,733.524486
1.166667,8,733.554179
1.095238,5,733.576554
1.071429,4,733.592563
1.238095,11,733.634498
1.071429,4,733.651831
1.190476,9,733.686503
1.142857,7,733.715354
1.214286,10,733.7535
-9.666667,15,733.81186
1.095238,5,733.830636
1.166667,8,733.862926
1.071429,4,733.879591
1.142857,7,733.905943
1.071429,4,733.922633
1.119048,6,733.948603
1.214286,10,733.989359
1.190476,9,734.22062
1.095238,5,734.241651
1.238095,11,734.286603
1.071429,4,734.305553
1.166667,8,734.340322
1.142857,7,734.366574
1.119048,6,734.392505
-0.785714,10,734.435589
-0.738095,12,734.488191
1.285714,13,734.538976
1.214286,10,734.579867
1.071429,4,734.598506
-0.880952,6,734.626431
1.071429,4,734.644383
1.214286,10,734.685233
1.285714,13,734.73809
1.095238,5,734.759993
1.095238,5,734.777946
1.071429,4,734.7949
1.261905,12,734.843761
1.071429,4,734.862725
1.190476,9,734.899612
1.095238,5,734.920057
1.095238,5,734.941001
1.095238,5,734.96394
1.119048,6,734.989871
1.142857,7,735.019082
1.071429,4,735.036689
-0.833333,8,735.072449
1.166667,8,735.105338
1.095238,5,735.12728
1.095238,5,735.146229
1.166667,8,735.177185
-0.809524,9,735.215093
-0.857143,7,735.247995
1.214286,10,735.288847
1.142857,7,735.513614
1.095238,5,735.535608
1.190476,9,735.573465
1.071429,4,735.593411
1.095238,5,735.617353
1.142857,7,735.648957
-0.761905,11,735.690844
1.142857,7,735.719767
1.142857,7,735.750684
1.071429,4,735.769671
1.190476,9,735.804885
1.071429,4,735.822804
1.166667,8,735.857836
1.214286,10,735.903091
1.095238,5,735.926978
1.071429,4,735.948952
1.142857,7,735.981663
1.285714,13,736.038515
1.119048,6,736.069428
1.071429,4,736.091335
1.142857,7,736.123256
1.071429,4,736.143196
1.095238,5,736.166135
1.095238,5,736.189074
1.095238,5,736.210486
1.238095,11,736.257498
1.166667,8,736.291403
1.071429,4,736.311342
1.119048,6,736.335236
-0.880952,6,736.361167
1.119048,6,736.387097
1.238095,11,736.434375
1.285714,13,736.491655
1.119048,6,736.517585
1.166667,8,736.550497
1.071429,4,736.56948
1.095238,5,736.593385
1.166667,8,736.853439
1.095238,5,736.879205
1.190476,9,736.919599
1.214286,10,736.963507
1.095238,5,736.98662
1.119048,6,737.01451
1.095238,5,737.038446
1.071429,4,737.057396
1.119048,6,737.085989
1.238095,11,737.139399
1.166667,8,737.174273
1.119048,6,737.204193
1.071429,4,737.224341
1.119048,6,737.251306
1.190476,9,737.288599
1.190476,9,737.328321
1.214286,10,737.370794
-9.738095,12,737.422484
1.071429,4,737.443009
1.095238,5,737.468972
1.166667,8,737.504452
1.166667,8,737.545342
1.071429,4,737.56536
-0.833333,8,737.603294
1.071429,4,737.62524
1.119048,6,737.653159
1.119048,6,737.682048
1.071429,4,737.702992
1.071429,4,737.724998
1.071429,4,737.746875
1.190476,9,737.792027
1.119048,6,737.820949
1.261905,12,737.877797
1.238095,11,737.928662
1.095238,5,737.954591
1.214286,10,738.000637
-0.690476,14,738.298783
1.095238,5,738.322719
1.071429,4,738.344661
1.214286,10,738.390886
1.119048,6,738.421922
1.261905,12,738.481192
1.071429,4,738.503999
1.119048,6,738.536697
1.095238,5,738.56163
1.119048,6,738.58756
1.238095,11,738.63743
1.285714,13,738.696811
1.119048,6,738.726698
1.071429,4,738.748674
1.119048,6,738.7786
1.238095,11,738.827467
1.071429,4,738.847417
1.071429,4,738.868357
1.261905,12,738.919221
1.071429,4,738.939129
1.095238,5,738.966589
1.142857,7,738.995512
-0.833333,8,739.030418
1.166667,8,739.068317
1.071429,4,739.086882
1.214286,10,739.129648
1.095238,5,739.153584
1.071429,4,739.172623
1.095238,5,739.198554
1.119048,6,739.227442
1.261905,12,739.287282
1.071429,4,739.307708
1.119048,6,739.332723
1.071429,4,739.34868
1.214286,10,739.386548
1.166667,8,739.418177
1.261905,12,739.466086
1.166667,8,739.697973
1.190476,9,739.739425
1.214286,10,739.786266
1.095238,5,739.812197
1.190476,9,739.85209
1.190476,9,739.892983
1.095238,5,739.916952
1.119048,6,739.944884
1.190476,9,739.984776
1.142857,7,740.01669
1.071429,4,740.03564
1.238095,11,740.085507
1.309524,14,740.14435
1.095238,5,740.167248
1.071429,4,740.184202
1.142857,7,740.214122
1.119048,6,740.239813
1.309524,14,740.292358
1.214286,10,740.33225
-0.857143,7,740.363166
1.095238,5,740.386104
1.333333,15,740.443851
1.071429,4,740.460905
1.119048,6,740.486862
1.142857,7,740.517852
1.095238,5,740.539793
1.119048,6,740.567028
1.119048,6,740.592961
1.190476,9,740.625871
1.214286,10,740.666722
1.214286,10,740.702626
1.071429,4,740.719581
1.071429,4,740.73853
1.190476,9,740.969828
1.214286,10,741.011713
1.095238,5,741.035648
1.095238,5,741.057014
-0.809524,9,741.09591
1.095238,5,741.118849
1.071429,4,741.137798
1.095238,5,741.160168
1.119048,6,741.185102
1.071429,4,741.204041
1.095238,5,741.22698
-0.857143,7,741.258857
1.095238,5,741.280838
1.238095,11,741.326676
1.095238,5,741.345625
1.190476,9,741.380532
1.119048,6,741.406462
1.071429,4,741.424689
-0.761905,11,741.470518
1.166667,8,741.507419
-0.833333,8,741.543427
1.261905,12,741.5874
1.119048,6,741.61427
1.190476,9,741.651083
1.119048,6,741.674
1.095238,5,741.696941
1.071429,4,741.71489
1.119048,6,741.740824
1.190476,9,741.779719
1.095238,5,741.803665
1.095238,5,741.821611
1.142857,7,741.85049
1.095238,5,741.871433
1.071429,4,741.888429
1.095238,5,741.91033
1.095238,5,741.930276
1.071429,4,741.949225
1.071429,4,741.970044
1.190476,9,742.00894
1.166667,8,742.041085
1.071429,4,742.060075
1.095238,5,742.278837
1.095238,5,742.30776
1.119048,6,742.336941
1.119048,6,742.36387
1.166667,8,742.398776
1.071429,4,742.417722
1.190476,9,742.45662
1.095238,5,742.478562
1.142857,7,742.508482
1.238095,11,742.555358
1.095238,5,742.578256
1.119048,6,742.600236
-0.809524,9,742.639132
1.095238,5,742.662071
1.095238,5,742.684011
1.190476,9,742.717882
1.166667,8,742.750794
1.119048,6,742.775812
1.071429,4,742.794801
1.119048,6,742.820729
1.142857,7,742.848252
1.071429,4,742.866204
1.095238,5,742.888146
1.261905,12,742.939804
1.119048,6,742.967729
1.166667,8,743.004203
1.095238,5,743.030134
1.119048,6,743.058552
1.095238,5,743.082928
1.095238,5,743.104828
1.142857,7,743.133786
1.238095,11,743.176636
1.190476,9,743.211581
1.166667,8,743.243495
1.119048,6,743.269431
-0.785714,10,743.311316
1.238095,11,743.354161
-0.857143,7,743.570955
1.190476,9,743.608854
1.095238,5,743.633044
1.071429,4,743.652367
1.119048,6,743.677468
1.142857,7,743.706391
1.071429,4,743.726299
1.095238,5,743.749277
1.214286,10,743.79312
1.095238,5,743.816109
1.142857,7,743.844981
1.119048,6,743.868917
1.071429,4,743.885872
1.214286,10,743.925765
1.119048,6,743.950759
1.095238,5,743.97061
1.190476,9,744.007511
1.071429,4,744.024914
1.071429,4,744.043937
1.190476,9,744.082798
1.095238,5,744.107732
1.166667,8,744.146628
1.095238,5,744.170091
1.095238,5,744.192032
1.095238,5,744.214298
1.071429,4,744.232213
1.095238,5,744.251163
1.238095,11,744.293088
1.095238,5,744.316026
1.214286,10,744.357914
1.095238,5,744.379858
1.166667,8,744.414764
1.071429,4,744.432725
1.214286,10,744.474605
1.071429,4,744.492555
-0.928571,4,744.512465
-0.833333,8,744.544378
1.071429,4,744.56233
1.309524,14,744.616181
1.238095,11,744.850273
1.190476,9,744.888173
1.142857,7,744.922081
1.095238,5,744.947048
1.309524,14,745.006853
1.214286,10,745.056688
1.190476,9,745.101568
1.190476,9,745.142572
1.095238,5,745.165511
1.095238,5,745.188448
1.071429,4,745.206401
1.238095,11,745.248251
1.071429,4,745.264208
1.214286,10,745.305108
1.238095,11,745.35129
1.142857,7,745.382208
1.095238,5,745.406471
1.166667,8,745.440381
1.071429,4,745.461335
1.214286,10,745.506239
1.095238,5,745.533133
1.095238,5,745.555074
1.071429,4,745.575021
1.071429,4,745.597684
1.142857,7,745.632591
1.095238,5,745.657172
1.095238,5,745.682067
1.095238,5,745.708994
1.071429,4,745.732837
1.238095,11,745.782703
1.071429,4,745.802033
1.214286,10,745.842928
1.238095,11,745.888805
1.142857,7,745.920715
1.142857,7,745.952595
1.238095,11,746.002462
1.071429,4,746.244693
1.119048,6,746.274539
1.166667,8,746.316558
1.071429,4,746.338499
1.095238,5,746.364366
1.071429,4,746.383759
1.238095,11,746.433437
1.166667,8,746.469852
1.071429,4,746.488838
1.190476,9,746.532718
1.071429,4,746.551668
1.261905,12,746.605213
1.095238,5,746.627122
1.071429,4,746.649097
1.119048,6,746.674068
1.071429,4,746.697042
1.214286,10,746.738895
1.190476,9,746.782778
1.166667,8,746.817872
1.095238,5,746.84081
1.190476,9,746.88142
1.142857,7,746.912343
1.071429,4,746.933281
1.142857,7,746.965196
1.142857,7,746.995277
1.095238,5,747.020199
1.261905,12,747.073057
1.071429,4,747.094002
1.071429,4,747.115943
1.071429,4,747.133117
1.119048,6,747.159611
1.119048,6,747.188732
1.190476,9,747.232615
1.190476,9,747.274503
-9.690476,14,747.329659
1.261905,12,747.384512
1.166667,8,747.418457
1.119048,6,747.642169
-0.833333,8,747.67907
1.285714,13,747.734205
1.119048,6,747.761225
-0.809524,9,747.799124
1.142857,7,747.826029
-0.809524,9,747.863963
1.142857,7,747.893401
-0.833333,8,747.929295
1.142857,7,747.960212
1.214286,10,748.003097
1.095238,5,748.026037
1.166667,8,748.061902
-0.880952,6,748.090863
-0.785714,10,748.135742
1.142857,7,748.163747
1.238095,11,748.207613
1.119048,6,748.234536
1.095238,5,748.257475
1.142857,7,748.287395
1.095238,5,748.309298
1.238095,11,748.352225
1.071429,4,748.36966
-0.833333,8,748.405779
1.142857,7,748.435699
1.071429,4,748.455477
1.190476,9,748.488782
1.095238,5,748.509726
-0.857143,7,748.540643
1.071429,4,748.559336
1.119048,6,748.586265
1.142857,7,748.613154
1.095238,5,748.634098
1.095238,5,748.65604
1.214286,10,748.696931
1.071429,4,748.717141
1.142857,7,748.933897
1.190476,9,748.972793
1.095238,5,748.995732
1.095238,5,749.018795
1.190476,9,749.05255
1.190476,9,749.088455
1.071429,4,749.107404
1.119048,6,749.133335
-0.642857,16,749.200686
1.142857,7,749.2326
-9.738095,12,749.280608
1.071429,4,749.299597
1.190476,9,749.339489
1.071429,4,749.359436
1.119048,6,749.387372
1.095238,5,749.410301
1.095238,5,749.434248
1.095238,5,749.457174
1.071429,4,749.476125
1.095238,5,749.500023
1.095238,5,749.523959
1.142857,7,749.558866
1.238095,11,749.605685
-0.880952,6,749.632613
1.238095,11,749.672769
1.214286,10,749.713662
1.142857,7,749.743579
1.071429,4,749.761535
1.071429,4,749.780484
1.071429,4,749.799433
1.238095,11,749.844313
1.095238,5,749.867211
1.071429,4,749.882171
1.214286,10,749.922064
1.071429,4,749.940017
1.238095,11,749.986561
1.119048,6,750.012641
1.119048,6,750.226601
1.095238,5,750.252493
1.119048,6,750.2874
1.071429,4,750.310338
1.142857,7,750.344348
1.190476,9,750.382251
1.095238,5,750.405189
1.095238,5,750.427132
1.261905,12,750.476995
1.166667,8,750.510906
1.142857,7,750.540826
1.095238,5,750.563767
1.166667,8,750.597676
1.166667,8,750.630479
1.071429,4,750.648429
1.071429,4,750.666385
1.071429,4,750.685333
1.071429,4,750.704279
1.095238,5,750.726221
1.071429,4,750.745174
1.119048,6,750.772099
1.119048,6,750.798032
1.071429,4,750.815984
1.166667,8,750.849891
1.095238,5,750.872832
-0.809524,9,750.911727
1.095238,5,750.934665
1.190476,9,750.968576
-0.809524,9,751.004437
1.142857,7,751.03418
-9.666667,15,751.092026
1.119048,6,751.118961
1.071429,4,751.137905
1.142857,7,751.167825
1.285714,13,751.221682
1.071429,4,751.240628
1.166667,8,751.274539
1.166667,8,751.309444
1.166667,8,751.529981
1.071429,4,751.553916
1.095238,5,751.581842
1.095238,5,751.609767
1.285714,13,751.664143
-0.785714,10,751.701942
1.071429,4,751.716758
1.095238,5,751.737702
1.095238,5,751.760639
1.309524,14,751.818832
-0.809524,9,751.855733
1.214286,10,751.893346
1.190476,9,751.929496
1.095238,5,751.951923
-9.666667,15,752.009768
1.214286,10,752.052613
-9.833333,8,752.08752
-0.761905,11,752.13416
1.214286,10,752.175051
-0.880952,6,752.202976
1.071429,4,752.221926
1.071429,4,752.241088
1.071429,4,752.259002
1.190476,9,752.297935
1.095238,5,752.320873
1.119048,6,752.347801
1.166667,8,752.381711
1.190476,9,752.415182
1.166667,8,752.447097
1.095238,5,752.468
1.214286,10,752.504527
1.071429,4,752.520535
-0.833333,8,752.554459
1.095238,5,752.575779
1.190476,9,752.796739
1.071429,4,752.815657
1.119048,6,752.843406
1.166667,8,752.877798
1.095238,5,752.901831
-0.714286,13,752.957682
1.166667,8,752.992588
1.142857,7,753.024502
1.095238,5,753.049398
1.095238,5,753.072368
1.261905,12,753.118293
1.095238,5,753.137736
-0.761905,11,753.182616
1.214286,10,753.226511
-0.880952,6,753.251885
1.071429,4,753.26884
-0.833333,8,753.302749
1.190476,9,753.339651
1.071429,4,753.357507
1.095238,5,753.380407
1.166667,8,753.421824
1.261905,12,753.469697
1.190476,9,753.507596
-0.690476,14,753.566437
1.119048,6,753.592369
1.119048,6,753.619298
1.071429,4,753.637249
1.214286,10,753.679135
-0.761905,11,753.72601
1.095238,5,753.747913
1.095238,5,753.770891
1.119048,6,753.796822
1.095238,5,753.818762
1.071429,4,753.837711
1.071429,4,753.855665
1.238095,11,754.086933
1.071429,4,754.104246
1.214286,10,754.145136
1.214286,10,754.18902
1.071429,4,754.207968
1.238095,11,754.253846
1.071429,4,754.272805
1.095238,5,754.295734
1.238095,11,754.342612
1.214286,10,754.384497
-0.857143,7,754.416413
1.119048,6,754.443339
1.238095,11,754.486301
1.095238,5,754.506248
1.214286,10,754.545144
1.238095,11,754.589175
1.261905,12,754.632174
1.142857,7,754.659091
1.095238,5,754.679515
1.214286,10,754.715094
1.357143,16,754.805105
1.119048,6,754.829774
1.214286,10,754.873692
1.190476,9,754.909948
1.238095,11,754.950839
1.071429,4,754.968698
1.071429,4,754.98764
-0.785714,10,755.029634
1.190476,9,755.066535
1.095238,5,755.088345
1.119048,6,755.110287
1.190476,9,755.146191
-0.880952,6,755.364907
1.190476,9,755.402083
1.142857,7,755.433079
1.214286,10,755.471562
1.071429,4,755.490672
1.119048,6,755.518594
1.071429,4,755.537506
1.071429,4,755.55845
1.071429,4,755.580391
1.119048,6,755.611309
-0.857143,7,755.643671
1.190476,9,755.68157
1.119048,6,755.708246
1.166667,8,755.741156
1.071429,4,755.760105
1.119048,6,755.786036
1.190476,9,755.8229
1.071429,4,755.838857
1.095238,5,755.859801
1.071429,4,755.876756
1.119048,6,755.90449
1.071429,4,755.923177
1.119048,6,755.950592
1.166667,8,755.989516
1.071429,4,756.008808
1.095238,5,756.02979
1.095238,5,756.057677
1.190476,9,756.099569
1.071429,4,756.121541
1.261905,12,756.171492
-0.690476,14,756.233659
1.095238,5,756.258396
1.166667,8,756.292638
1.214286,10,756.332817
