,date,reference,paymentDelay,createdAt,identifier,paymentMethod,paye,client,numeroCheque,ID_Produits,id,status
0,2021-02-15T23:00:00Z,1100045,2021-05-18T22:00:00Z,2021-02-16T10:35:38.689Z,1612264406000,traite,True,190450,,"{38300: 24, 38400: 96, 38450: 48, 38600: 24, 38500: 48}",1035650,True
0,2019-02-14T16:46:16.068Z,1000027,2021-08-08T00:17:30.667Z,2019-02-14T16:46:16.068Z,-22653838000,check,True,189900,,"{38400: 240, 38550: 144, 38350: 96}",1035650,True
0,2020-01-07T10:24:30.068Z,1000207,2021-08-08T00:17:30.969Z,2020-01-07T10:24:30.068Z,-465176339000,check,True,189700,,"{38400: 96, 38600: 24, 38300: 24, 38550: 48}",1035650,True
0,2021-01-05T23:00:00Z,1100015,2021-03-29T22:00:00Z,2021-01-07T13:08:20.545Z,333856457000,traite,True,189000,,"{38300: 12, 38450: 48, 38550: 96, 38400: 192}",1035650,True
0,2019-01-07T13:05:47.068Z,1000005,2021-08-08T00:17:31.573Z,2019-01-21T13:06:49.068Z,-854154793000,check,True,190200,,"{38600: 48, 38550: 48, 38350: 48}",1035650,True
0,2019-09-02T13:16:55.068Z,1000125,2021-08-08T00:17:31.871Z,2019-09-02T13:16:55.068Z,1311820634000,check,True,188450,,"{38550: 12, 38350: 12, 38300: 12}",1035650,True
0,2020-09-10T22:00:00Z,1000348,2020-11-10T23:00:00Z,2020-09-21T07:54:59.700Z,-170912720000,traite,True,189900,,"{38600: 800, 38500: 480, 38400: 2400}",1035650,True
0,2019-11-01T08:44:06.068Z,1000172,2021-08-08T00:17:32.472Z,2019-11-01T08:44:06.068Z,1810163379000,check,True,189100,,"{38300: 12, 38550: 24, 38600: 24}",1035650,True
0,2020-09-02T22:00:00Z,1000341,2020-12-04T23:00:00Z,2020-09-11T12:18:06.841Z,-318796596000,traite,True,189950,,"{38400: 1200, 38500: 240, 38600: 240}",1035650,True
0,2020-03-11T07:49:49.068Z,1000266,2021-08-08T00:17:33.070Z,2020-03-11T07:50:13.068Z,-2016143189000,check,True,189150,,{},1035650,True
0,2019-10-26T15:16:37.068Z,1000165,2021-08-08T00:17:33.377Z,2019-10-26T15:16:37.068Z,1612262323000,check,True,189950,,{},1035650,True
0,2020-07-15T22:00:00Z,1000319,2020-07-15T22:00:00Z,2020-07-15T08:47:30.068Z,-1860368606000,traite,True,189100,,"{38650: 12, 38500: 12, 38350: 12, 38600: 12, 38300: 12}",1035650,True
0,2020-08-11T22:00:00Z,1000327,2020-11-15T23:00:00Z,2020-09-11T11:37:35.848Z,867035377000,traite,True,189950,,"{38650: 144, 38350: 144, 38400: 480, 38300: 144}",1035650,True
0,2020-11-05T23:00:00Z,1000400,2021-08-08T00:17:34.574Z,2020-11-05T11:01:35.125Z,1249618034000,check,True,190200,,"{38500: 72, 38550: 144, 38650: 24, 38450: 72, 38350: 24}",1035650,True
0,2019-11-26T20:17:31.068Z,1000186,2021-08-08T00:17:34.874Z,2019-11-26T20:17:31.068Z,-707636217000,check,True,190200,,"{38500: 96, 38400: 240}",1035650,True
0,2019-06-17T08:25:46.068Z,1000080,2021-08-08T00:17:35.173Z,2019-06-16T19:25:55.068Z,-368183135000,check,True,189150,,"{38550: 240, 38350: 240, 38300: 144}",1035650,True
0,2019-09-30T08:53:28.068Z,1000148,2021-08-08T00:17:35.471Z,2019-09-30T08:53:28.068Z,-2073248871000,check,True,189450,,{},1035650,True
0,2019-10-28T15:18:28.068Z,1000166,2021-08-08T00:17:35.769Z,2019-10-26T15:18:28.068Z,1722196733000,check,True,190350,,"{38350: 12, 38600: 24, 38550: 24, 38500: 12, 38400: 24}",1035650,True
0,2020-08-03T22:00:00Z,1000326,2020-09-03T23:00:00Z,2020-09-11T11:36:01.429Z,-740411730000,traite,True,189900,,{},1035650,True
0,2020-07-23T22:00:00Z,1000325,2021-08-08T00:17:36.369Z,2020-09-11T11:34:55.786Z,-1994461787000,check,True,189450,,{38650: 24},1035650,True
0,2019-01-09T14:04:39.068Z,1000006,2021-08-08T00:17:36.668Z,2019-01-21T14:05:18.068Z,1306890825000,check,True,189300,,"{38600: 48, 38400: 48, 38550: 48}",1035650,True
0,2019-11-23T20:24:38.068Z,1000185,2021-08-08T00:17:36.969Z,2019-11-23T20:24:38.068Z,835372201000,check,True,189950,,"{38400: 288, 38300: 48, 38550: 144}",1035650,True
0,2021-01-31T23:00:00Z,1100033,2021-05-08T22:00:00Z,2021-01-28T14:47:01.979Z,-290832526000,traite,True,189950,,{38400: 1200},1035650,True
0,2019-09-28T20:33:45.068Z,1000146,2021-08-08T00:17:37.574Z,2019-09-28T20:33:45.068Z,-800921662000,check,True,189450,,{},1035650,True
0,2019-02-04T09:00:01.068Z,1000021,2021-08-08T00:17:38.174Z,2019-02-04T09:00:01.068Z,-303263708000,check,True,189950,,"{38350: 48, 38600: 48, 38400: 16}",1035650,True
0,2019-12-03T19:55:29.068Z,1000189,2021-08-08T00:17:38.472Z,2019-12-03T19:55:29.068Z,1816677646000,check,True,189700,,{38500: 24},1035650,True
0,2019-08-25T21:58:43.068Z,1000117,2021-08-08T00:17:38.771Z,2019-08-25T21:58:43.068Z,-2109731848000,check,True,188350,,"{38300: 12, 38550: 24, 38500: 12, 38400: 24}",1035650,True
0,2020-11-16T23:00:00Z,1000406,2021-08-08T00:17:39.071Z,2020-11-16T16:07:56.621Z,1508412067000,check,True,189650,,"{38400: 48, 38300: 12, 38450: 48, 38500: 12, 38650: 12, 38600: 12, 38350: 12}",1035650,True
0,2021-01-04T23:00:00Z,1100010,2021-08-08T00:17:39.373Z,2021-01-05T17:52:34.032Z,-102526010000,check,True,189300,,"{38650: 48, 38500: 48, 38350: 48, 38300: 48}",1035650,True
0,2019-10-26T15:38:17.068Z,1000170,2021-08-08T00:17:39.672Z,2019-10-26T15:38:17.068Z,1886235878000,check,True,188450,,"{38400: 144, 38600: 48, 38500: 12}",1035650,True
0,2019-01-11T08:07:19.068Z,1000007,2021-08-08T00:17:39.972Z,2019-01-21T14:08:29.068Z,1914549983000,check,True,189150,,"{38350: 96, 38600: 96, 38550: 96}",1035650,True
0,2020-10-01T22:00:00Z,1000369,2020-10-01T22:00:00Z,2020-10-01T15:02:31.457Z,641135623000,traite,True,189750,,"{38650: 12, 38400: 24, 38350: 12, 38300: 12, 38600: 24, 38500: 12, 38550: 24}",1035650,True
0,2020-12-31T23:00:00Z,1100003,2021-04-01T22:00:00Z,2021-01-01T12:47:51.599Z,1755908658000,traite,True,188700,,"{38450: 144, 38500: 48, 38600: 48}",1035650,True
0,2020-02-03T17:40:44.068Z,1000229,2021-08-08T00:17:41.109Z,2020-02-03T17:41:00.068Z,-698442550000,check,True,188700,,"{38550: 70, 38400: 144}",1035650,True
0,2021-01-10T23:00:00Z,1100020,2021-08-08T00:17:41.408Z,2021-01-12T12:29:12.116Z,1014499482000,check,True,189300,,"{38550: 96, 38400: 288}",1035650,True
0,2019-01-18T11:15:23.068Z,1000010,2021-08-08T00:17:41.710Z,2019-01-21T14:16:16.068Z,679314248000,check,True,189950,,"{38600: 24, 38400: 24, 38550: 24}",1035650,True
0,2020-06-21T14:22:18.068Z,1000305,2021-08-08T00:17:42.012Z,2020-06-21T13:22:33.068Z,1505585261000,check,True,189950,,"{38600: 48, 38500: 192}",1035650,True
0,2020-12-09T23:00:00Z,1000421,2021-04-01T07:00:00Z,2020-12-10T07:58:48.122Z,250219743000,traite,True,190200,00,{38350: 24},1035650,True
0,2020-11-25T23:00:00Z,1000413,2021-02-02T08:00:00Z,2020-11-26T16:17:49.307Z,1324312251000,traite,True,189650,555,"{38500: 12, 38600: 24, 38350: 24, 38300: 24}",1035650,True
0,2021-02-21T23:00:00Z,1100046,2021-04-23T22:00:00Z,2021-02-22T10:02:04.996Z,612234185000,traite,True,188700,,"{38450: 48, 38550: 48, 38400: 144}",1035650,True
0,2019-11-11T10:24:21.068Z,1000177,2021-08-08T00:17:43.230Z,2019-11-11T10:24:21.068Z,-1236013779000,check,True,188750,,"{38300: 24, 38550: 24, 38600: 24, 38500: 24, 38400: 24}",1035650,True
0,2019-01-11T10:10:21.068Z,1000008,2021-08-08T00:17:43.530Z,2019-01-21T14:11:20.068Z,540919967000,check,True,189950,,"{38550: 24, 38350: 24, 38600: 24}",1035650,True
0,2020-02-25T18:40:42.068Z,1000251,2021-08-08T00:17:43.829Z,2020-02-25T18:40:42.068Z,-1535515790000,check,True,188100,,{38600: 48},1035650,True
0,2021-02-21T23:00:00Z,1100050,2021-06-08T22:00:00Z,2021-02-23T18:44:28.949Z,3349283000,traite,True,190450,,"{38650: 24, 38450: 72, 38400: 96}",1035650,True
0,2019-10-07T21:15:49.068Z,1000158,2021-08-08T00:17:44.427Z,2019-10-07T21:15:49.068Z,1519808279000,check,True,190350,,{38350: 24},1035650,True
0,2021-02-15T23:00:00Z,1100043,2021-05-24T22:00:00Z,2021-02-16T10:26:35.907Z,-1450479334000,traite,True,189000,,"{38600: 24, 38350: 24, 38500: 24}",1035650,True
0,2019-02-14T16:50:46.068Z,1000028,2021-08-08T00:17:45.029Z,2019-02-14T16:50:46.068Z,499386261000,check,True,189400,,"{38400: 96, 38550: 48}",1035650,True
0,2019-09-04T21:11:03.068Z,1000133,2021-08-08T00:17:45.332Z,2019-09-04T21:11:03.068Z,-1951365573000,check,True,188450,,"{38550: 24, 38300: 12, 38500: 12}",1035650,True
0,2021-01-24T23:00:00Z,1100030,2021-04-24T23:00:00Z,2021-01-26T11:00:09.310Z,554495611000,traite,True,190200,,{38600: 48},1035650,True
0,2019-03-31T17:40:13.068Z,1000056,2021-08-08T00:17:46.242Z,2019-03-31T17:40:13.068Z,692346759000,check,True,189300,,"{38400: 168, 38350: 48}",1035650,True
0,2020-08-26T22:00:00Z,1000340,2020-11-27T23:00:00Z,2020-09-11T12:13:54.194Z,201516146000,traite,True,189150,,{38600: 240},1035650,True
0,2020-06-22T23:20:18.068Z,1000306,2021-08-08T00:17:46.877Z,2020-06-22T23:20:18.068Z,-918792324000,check,True,189400,,{},1035650,True
0,2021-01-03T23:00:00Z,1100005,2021-08-08T00:17:47.197Z,2021-01-04T10:04:11.527Z,1980260103000,check,True,188750,,{38300: 48},1035650,True
0,2020-03-13T13:50:11.068Z,1000268,2021-08-08T00:17:47.831Z,2020-03-13T13:50:26.068Z,-584372532000,check,True,188100,,"{38550: 48, 38400: 96, 38600: 48}",1035650,True
0,2020-03-30T16:55:30.068Z,1000274,2021-08-08T00:17:48.147Z,2020-03-30T16:55:30.068Z,2092452730000,check,True,188450,,"{38500: 48, 38400: 800}",1035650,True
0,2020-10-01T22:00:00Z,1000367,2020-10-12T22:00:00Z,2020-10-01T08:58:37.777Z,-724901619000,traite,True,188750,,"{38500: 48, 38400: 96}",1035650,True
0,2020-06-13T10:14:33.068Z,1000301,2021-08-08T00:17:48.777Z,2020-06-13T09:14:50.068Z,-886565220000,check,True,189900,,{38650: 96},1035650,True
0,2020-10-23T22:00:00Z,1000393,2020-10-23T22:00:00Z,2020-10-23T17:17:08.646Z,-293937330000,traite,True,189750,,"{38400: 96, 38450: 96, 38500: 24, 38550: 48, 38600: 24, 38350: 24, 38300: 24}",1035650,True
0,2019-10-26T15:25:06.068Z,1000169,2021-08-08T00:17:49.408Z,2019-10-26T15:25:06.068Z,1803363481000,check,True,189700,,"{38350: 12, 38550: 48, 38300: 24, 38600: 24, 38500: 12}",1035650,True
0,2021-01-02T23:00:00Z,1100004,2021-04-01T07:00:00Z,2021-01-04T09:59:21.776Z,-510679240000,traite,True,190200,,{38400: 1000},1035650,True
0,2020-12-11T23:00:00Z,1000428,2021-08-08T00:17:50.307Z,2020-12-12T17:01:11.889Z,944910932000,check,True,189300,,{},1035650,True
0,2019-06-19T15:52:21.068Z,1000084,2021-08-08T00:17:50.604Z,2019-06-19T15:52:21.068Z,877779168000,check,True,189000,,"{38550: 12, 38300: 12}",1035650,True
0,2020-12-08T23:00:00Z,1000420,2021-03-09T23:00:00Z,2020-12-10T07:53:58.957Z,1445921132000,traite,True,189950,,"{38350: 288, 38450: 1200}",1035650,True
0,2020-02-07T09:15:53.068Z,1000230,2021-08-08T00:17:51.204Z,2020-02-07T09:15:53.068Z,-2019004155000,check,True,190300,,"{38600: 12, 38400: 12, 38300: 12, 38500: 6, 38350: 12}",1035650,True
0,2021-03-01T23:00:00Z,1100055,2021-06-01T22:00:00Z,2021-02-27T08:01:15.764Z,-356625221000,traite,True,188550,,"{38400: 48, 38550: 48, 38450: 48, 38650: 24, 38300: 24, 38500: 24, 38350: 24}",1035650,True
0,2020-03-02T17:30:26.068Z,1000253,2021-08-08T00:17:51.807Z,2020-03-01T17:30:46.068Z,-1086586213000,check,True,189400,,{38400: 1600},1035650,True
0,2020-09-28T22:00:00Z,1000359,2020-09-28T22:00:00Z,2020-09-27T15:54:30.982Z,-1625756710000,traite,True,189900,,{},1035650,True
0,2020-07-03T11:35:49.068Z,1000318,2021-08-08T00:17:52.400Z,2020-07-03T11:35:49.068Z,-897557523000,check,True,190200,,"{38350: 48, 38650: 96, 38300: 48}",1035650,True
0,2021-01-04T23:00:00Z,1100013,2021-03-13T23:00:00Z,2021-01-07T12:58:57.458Z,1223948813000,traite,True,188450,,"{38600: 48, 38550: 640, 38650: 48}",1035650,True
0,2020-01-28T19:18:40.068Z,1000225,2021-08-08T00:17:52.998Z,2020-01-28T19:18:40.068Z,745411911000,check,True,189400,,"{38300: 160, 38500: 80}",1035650,True
0,2019-11-26T20:20:26.068Z,1000187,2021-08-08T00:17:53.296Z,2019-11-26T20:20:26.068Z,-279657293000,check,True,189450,,{38500: 24},1035650,True
0,2020-07-02T23:20:48.068Z,1000316,2021-08-08T00:17:53.593Z,2020-07-02T23:20:48.068Z,-1595133128000,check,True,189950,,"{38650: 144, 38300: 90, 38600: 180, 38350: 48}",1035650,True
0,2021-02-21T23:00:00Z,1100048,2021-08-08T00:17:53.893Z,2021-02-23T10:10:03.373Z,1977222168000,check,True,188750,,"{38400: 144, 38350: 48, 38450: 96}",1035650,True
0,2020-06-01T22:00:00Z,1000282,2021-08-08T00:17:54.192Z,2020-05-28T09:12:04.068Z,956617048000,check,True,190350,,{},1035650,True
0,2020-03-02T14:27:14.068Z,1000258,2021-08-08T00:17:54.490Z,2020-03-02T14:27:14.068Z,225861509000,check,True,189300,,"{38550: 240, 38600: 70}",1035650,True
0,2019-01-07T10:47:15.068Z,1000002,2021-08-08T00:17:54.788Z,2019-01-21T12:48:09.068Z,-2065315733000,check,True,189400,,"{38400: 24, 38600: 24, 38350: 24}",1035650,True
0,2019-09-20T22:27:06.068Z,1000138,2021-08-08T00:17:55.088Z,2019-09-20T22:27:06.068Z,211507339000,check,True,189400,,"{38550: 480, 38600: 288, 38300: 192, 38350: 240}",1035650,True
0,2019-07-31T21:33:46.068Z,1000102,2021-08-08T00:17:55.395Z,2019-07-31T21:33:46.068Z,1155670659000,check,True,189450,,"{38500: 12, 38400: 12}",1035650,True
0,2019-09-02T13:20:30.068Z,1000127,2021-08-08T00:17:55.694Z,2019-09-02T13:20:30.068Z,803804125000,check,True,189700,,"{38550: 12, 38350: 12, 38400: 48}",1035650,True
0,2019-03-15T12:40:24.068Z,1000046,2021-08-08T00:17:56.207Z,2019-03-15T12:40:24.068Z,-1122314279000,check,True,189000,,{},1035650,True
0,2020-01-03T15:57:24.068Z,1000203,2021-08-08T00:17:56.506Z,2020-01-03T15:57:24.068Z,-23016982000,check,True,190200,,"{38300: 48, 38400: 240}",1035650,True
0,2020-12-09T23:00:00Z,1000424,2021-03-09T23:00:00Z,2020-12-10T12:07:57.070Z,-1394547919000,traite,True,190250,,"{38350: 24, 38450: 12}",1035650,True
0,2019-04-20T20:23:06.068Z,1000062,2021-08-08T00:17:57.407Z,2019-04-20T20:23:06.068Z,-524222875000,check,True,189700,,{},1035650,True
0,2020-12-18T23:00:00Z,1000429,2021-08-08T00:17:58.309Z,2020-12-18T09:34:30.903Z,794898870000,check,True,190350,,"{38450: 48, 38350: 48}",1035650,True
0,2020-03-30T16:52:13.068Z,1000273,2021-08-08T00:17:58.607Z,2020-03-30T16:52:13.068Z,-1732383243000,check,True,190350,,{38400: 144},1035650,True
0,2020-01-05T17:27:37.068Z,1000204,2021-08-08T00:17:58.905Z,2020-01-05T17:27:37.068Z,-1946700349000,check,True,188700,,"{38400: 96, 38600: 6, 38350: 24, 38300: 24, 38550: 24}",1035650,True
0,2020-02-07T09:56:59.068Z,1000234,2021-08-08T00:17:59.204Z,2020-02-07T09:56:59.068Z,-1531599491000,check,True,188750,,"{38500: 24, 38300: 24, 38600: 24, 38350: 24}",1035650,True
0,2020-03-05T14:08:39.068Z,1000263,2021-08-08T00:17:59.504Z,2020-03-08T14:09:18.068Z,600719149000,check,True,190300,,"{38400: 48, 38500: 12, 38600: 24, 38300: 12}",1035650,True
0,2019-03-08T15:41:58.068Z,1000040,2021-08-08T00:17:59.804Z,2019-03-08T15:41:58.068Z,-783863200000,check,True,189900,,"{38550: 96, 38350: 144}",1035650,True
0,2020-10-23T22:00:00Z,1000394,2020-10-26T23:00:00Z,2020-10-23T17:29:46.432Z,1558624493000,traite,True,189000,,"{38350: 12, 38300: 12, 38450: 24, 38600: 24}",1035650,True
0,2019-09-02T18:27:33.068Z,1000128,2021-08-08T00:18:00.709Z,2019-09-02T18:27:33.068Z,-889607635000,check,True,189150,,{38400: 144},1035650,True
0,2019-04-29T12:59:34.068Z,1000068,2021-08-08T00:18:01.007Z,2019-04-29T12:59:34.068Z,-965071133000,check,True,189900,,{},1035650,True
0,2019-02-06T16:48:15.068Z,1000023,2021-08-08T00:18:01.305Z,2019-02-06T16:48:15.068Z,639244148000,check,True,189950,,{},1035650,True
0,2021-01-06T23:00:00Z,1100014,2021-04-20T22:00:00Z,2021-01-07T13:03:56.675Z,430174100000,traite,True,188100,,"{38450: 96, 38550: 48}",1035650,True
0,2019-10-26T15:12:48.068Z,1000163,2021-08-08T00:18:01.902Z,2019-10-26T15:12:48.068Z,-2102372706000,check,True,190200,,{38400: 240},1035650,True
0,2020-03-12T15:29:37.068Z,1000242,2021-08-08T00:18:02.204Z,2020-02-13T15:30:10.068Z,-600192665000,check,True,189900,,{},1035650,True
0,2019-08-15T23:03:42.068Z,1000113,2021-08-08T00:18:02.507Z,2019-08-15T23:03:42.068Z,450724144000,check,True,189700,,{38300: 24},1035650,True
0,2020-09-28T22:00:00Z,1000363,2020-09-28T22:00:00Z,2020-09-27T16:11:27.028Z,1232536030000,traite,True,188450,,{},1035650,True
0,2020-09-28T22:00:00Z,1000362,2020-09-27T22:00:00Z,2020-09-27T16:07:04.040Z,374153488000,traite,True,189300,,"{38450: 48, 38550: 96, 38400: 96}",1035650,True
0,2020-03-15T12:18:32.068Z,1000270,2021-08-08T00:18:03.436Z,2020-03-16T12:18:52.068Z,1179359442000,check,True,189700,,"{38400: 144, 38350: 24}",1035650,True
0,2019-03-31T17:08:51.068Z,1000051,2021-08-08T00:18:03.738Z,2019-03-31T17:08:51.068Z,-1694665110000,check,True,189900,,"{38400: 240, 38550: 252}",1035650,True
0,2019-09-11T21:03:22.068Z,1000135,2021-08-08T00:18:04.040Z,2019-09-11T21:03:22.068Z,-1624045464000,check,True,190200,,{38550: 48},1035650,True
0,2019-10-26T15:23:22.068Z,1000168,2021-08-08T00:18:04.340Z,2019-10-26T15:23:22.068Z,-1287039780000,check,True,189150,,{},1035650,True
0,2020-05-11T14:50:28.068Z,1000278,2021-08-08T00:18:04.643Z,2020-05-11T13:50:41.068Z,-1095353232000,check,True,189900,,{},1035650,True
0,2020-01-14T16:01:56.068Z,1000217,2021-08-08T00:18:04.941Z,2020-01-14T16:01:56.068Z,1696206401000,check,True,188700,,{38550: 96},1035650,True
0,2019-03-08T16:14:42.068Z,1000043,2021-08-08T00:18:05.239Z,2019-03-08T16:14:42.068Z,138129619000,check,True,189150,,{38350: 240},1035650,True
0,2020-11-29T23:00:00Z,1000414,2021-02-16T23:00:00Z,2020-12-01T10:29:46.801Z,-1758669024000,traite,True,190450,,"{38500: 48, 38300: 24, 38400: 48, 38550: 48}",1035650,True
0,2019-12-22T12:04:50.068Z,1000199,2021-08-08T00:18:05.836Z,2019-12-22T12:04:50.068Z,-1877225755000,check,True,190350,,{38400: 144},1035650,True
0,2020-09-28T22:00:00Z,1000354,2020-09-27T22:00:00Z,2020-09-27T15:17:39.495Z,817255208000,traite,True,189450,,"{38300: 24, 38650: 24}",1035650,True
0,2021-01-09T23:00:00Z,1100019,2021-08-08T00:18:06.432Z,2021-01-10T12:41:09.916Z,873641776000,check,True,188650,1547,"{38350: 8, 38400: 24, 38550: 24, 38300: 8, 38450: 24}",1035650,True
0,2021-01-23T23:00:00Z,1100029,2021-04-08T22:00:00Z,2021-01-25T11:57:55.051Z,1567066508000,traite,True,189700,,{38350: 24},1035650,True
0,2020-02-07T12:52:33.068Z,1000235,2021-08-08T00:18:07.032Z,2020-02-07T12:52:33.068Z,-873474037000,check,True,188700,,"{38350: 24, 38550: 96, 38400: 240}",1035650,True
0,2019-10-27T18:24:27.068Z,1000171,2021-08-08T00:18:07.330Z,2019-10-27T18:24:27.068Z,1677537634000,check,True,189450,,"{38600: 24, 38550: 12, 38400: 48}",1035650,True
0,2020-06-03T17:12:17.068Z,1000297,2021-08-08T00:18:07.629Z,2020-06-03T16:12:31.068Z,328977360000,check,True,189400,,{},1035650,True
0,2019-02-21T16:07:02.068Z,1000035,2021-08-08T00:18:07.926Z,2019-02-21T16:07:02.068Z,-2036369948000,check,True,189450,,"{38400: 24, 38350: 12}",1035650,True
0,2020-10-12T22:00:00Z,1000379,2020-11-12T23:00:00Z,2020-10-12T13:33:36.177Z,-880200293000,traite,True,188750,,"{38650: 48, 38350: 24, 38450: 96, 38400: 144, 38300: 48}",1035650,True
0,2019-07-08T11:40:40.068Z,1000094,2021-08-08T00:18:08.526Z,2019-07-08T11:40:40.068Z,730958068000,check,True,189700,,{38350: 24},1035650,True
0,2019-01-23T17:14:35.068Z,1000014,2021-08-08T00:18:08.823Z,2019-01-23T17:14:35.068Z,587735683000,check,True,189900,,{38550: 96},1035650,True
0,2020-03-28T11:37:23.068Z,1000272,2021-08-08T00:18:09.122Z,2020-03-28T11:37:34.068Z,1851891210000,check,True,188750,,"{38400: 96, 38500: 24, 38550: 96, 38300: 24, 38350: 24}",1035650,True
0,2020-11-25T23:00:00Z,1000412,2021-02-25T23:00:00Z,2020-11-26T16:14:15.892Z,-343086543000,traite,True,188700,,"{38300: 48, 38400: 96, 38350: 48, 38450: 96}",1035650,True
0,2020-01-09T13:16:06.068Z,1000210,2021-08-08T00:18:09.728Z,2020-01-09T13:16:22.068Z,-1085050169000,check,True,190200,,"{38550: 84, 38300: 80, 38400: 240}",1035650,True
0,2019-11-12T20:10:41.068Z,1000180,2021-08-08T00:18:10.030Z,2019-11-12T20:10:41.068Z,-956389970000,check,True,188450,,{38550: 144},1035650,True
0,2019-08-15T23:01:21.068Z,1000112,2021-08-08T00:18:10.336Z,2019-08-15T23:01:21.068Z,774880364000,check,True,189100,,{38300: 12},1035650,True
0,2019-06-19T15:55:33.068Z,1000085,2021-08-08T00:18:10.637Z,2019-06-19T15:55:33.068Z,730687157000,check,True,189950,,{38300: 144},1035650,True
0,2020-06-26T19:11:40.068Z,1000312,2021-08-08T00:18:10.940Z,2020-06-26T18:11:53.068Z,1102244987000,check,True,188700,,"{38300: 48, 38600: 48, 38500: 48}",1035650,True
0,2019-10-07T21:13:54.068Z,1000157,2021-08-08T00:18:11.464Z,2019-10-07T21:13:54.068Z,-1663430314000,check,True,190200,,{38350: 144},1035650,True
0,2020-08-10T22:00:00Z,1000330,2020-11-10T23:00:00Z,2020-09-28T08:20:13.086Z,1604196820000,traite,True,189700,,{},1035650,True
0,2019-03-15T12:42:33.068Z,1000047,2021-08-08T00:18:12.067Z,2019-03-15T12:42:33.068Z,-2039975848000,check,True,188400,,{},1035650,True
0,2020-11-20T23:00:00Z,1000411,2021-08-08T00:18:12.371Z,2020-11-22T15:53:38.523Z,1301426567000,check,True,189300,,"{38350: 48, 38400: 96, 38600: 96, 38300: 48, 38450: 144}",1035650,True
0,2019-12-13T09:54:05.068Z,1000194,2021-08-08T00:18:12.672Z,2019-12-13T09:54:05.068Z,1806109974000,check,True,188750,,{38400: 48},1035650,True
0,2020-06-01T09:13:58.068Z,1000296,2021-08-08T00:18:12.970Z,2020-05-29T08:14:30.068Z,422090277000,check,True,189950,,{38350: 96},1035650,True
0,2020-02-10T13:42:10.068Z,1000240,2021-08-08T00:18:13.280Z,2020-02-10T13:42:10.068Z,643529129000,check,True,189450,,{38550: 24},1035650,True
0,2020-09-02T22:00:00Z,1000342,2020-11-03T23:00:00Z,2020-09-11T12:24:38.916Z,384158293000,traite,True,188700,,"{38650: 24, 38550: 48, 38350: 24, 38300: 48}",1035650,True
0,2019-12-16T13:03:04.068Z,1000197,2021-08-08T00:18:13.877Z,2019-12-16T13:03:04.068Z,36978813000,check,True,188700,,"{38400: 48, 38600: 24, 38550: 48, 38350: 24}",1035650,True
0,2020-06-26T19:22:05.068Z,1000313,2021-08-08T00:18:14.477Z,2020-06-26T18:22:18.068Z,-62439508000,check,True,189000,,{38550: 48},1035650,True
0,2020-10-05T22:00:00Z,1000372,2020-10-05T22:00:00Z,2020-10-05T11:09:09.982Z,1796709659000,traite,True,188700,,{38450: 48},1035650,True
0,2021-02-08T23:00:00Z,1100042,2021-05-09T22:00:00Z,2021-02-11T11:38:14.236Z,-1547086712000,traite,True,188450,,{38650: 48},1035650,True
0,2019-01-25T19:36:15.068Z,1000017,2021-08-08T00:18:15.390Z,2019-01-25T19:36:15.068Z,848813166000,check,True,190200,,"{38400: 60, 38600: 48}",1035650,True
0,2020-08-12T22:00:00Z,1000333,2021-08-08T00:18:15.716Z,2020-09-11T11:55:53.877Z,-270454097000,check,True,189400,,"{38600: 270, 38500: 96}",1035650,True
0,2020-02-08T10:43:18.068Z,1000236,2021-08-08T00:18:16.049Z,2020-02-08T10:43:30.068Z,-2088626506000,check,True,188450,,"{38400: 800, 38300: 42}",1035650,True
0,2020-03-02T17:56:52.068Z,1000259,2021-08-08T00:18:16.357Z,2020-03-02T17:57:10.068Z,987650224000,check,True,189950,,{},1035650,True
0,2021-01-23T23:00:00Z,1100027,2021-04-30T22:00:00Z,2021-01-25T11:50:05.158Z,2022529269000,traite,True,188700,,"{38650: 48, 38550: 48}",1035650,True
0,2020-06-12T10:19:43.068Z,1000300,2021-08-08T00:18:16.955Z,2020-06-12T09:19:52.068Z,1080190168000,check,True,188750,,{},1035650,True
0,2020-02-24T14:25:25.068Z,1000249,2021-08-08T00:18:17.252Z,2020-02-24T14:25:42.068Z,-104737879000,check,True,189000,,{38550: 70},1035650,True
0,2020-02-11T13:00:21.068Z,1000241,2021-08-08T00:18:17.550Z,2020-02-11T13:00:21.068Z,1085644765000,check,True,190350,,{},1035650,True
0,2021-01-03T23:00:00Z,1100007,2021-08-08T00:18:17.848Z,2021-01-04T13:23:06.490Z,23225385000,check,True,190250,,"{38450: 48, 38500: 48, 38350: 48, 38550: 48, 38400: 48}",1035650,True
0,2020-06-01T10:55:24.068Z,1000292,2021-08-08T00:18:18.148Z,2020-05-28T09:56:18.068Z,2132426271000,check,True,189450,,{},1035650,True
0,2020-02-25T18:36:58.068Z,1000250,2021-08-08T00:18:18.449Z,2020-02-25T18:36:58.068Z,541859509000,check,True,188700,,"{38600: 70, 38550: 48}",1035650,True
0,2020-10-12T22:00:00Z,1000380,2020-10-12T22:00:00Z,2020-10-12T15:51:06.092Z,-379627128000,traite,True,189900,,{38450: 1200},1035650,True
