,Open,High,Low,Close
2021-11-01 00:00:00+00:00,1.8199700117111208,1.8212000131607056,1.8183799982070925,1.8204200267791748
2021-11-01 01:00:00+00:00,1.8205300569534304,1.821869969367981,1.8196699619293213,1.8205100297927856
2021-11-01 02:00:00+00:00,1.8205100297927856,1.8223199844360352,1.8201299905776973,1.821370005607605
2021-11-01 03:00:00+00:00,1.8214399814605715,1.822720050811768,1.8208800554275515,1.822460055351257
2021-11-01 04:00:00+00:00,1.822460055351257,1.8232899904251096,1.821660041809082,1.8221999406814573
2021-11-01 05:00:00+00:00,1.8222299814224243,1.823259949684143,1.821120023727417,1.8217400312423704
2021-11-01 06:00:00+00:00,1.821679949760437,1.82260000705719,1.8207600116729736,1.8219900131225584
2021-11-01 07:00:00+00:00,1.8219799995422363,1.8229800462722776,1.8199199438095093,1.8222700357437127
2021-11-01 08:00:00+00:00,1.8222899436950684,1.8238199949264529,1.8203400373458865,1.82082998752594
2021-11-01 09:00:00+00:00,1.8208400011062624,1.821370005607605,1.819260001182556,1.820080041885376
2021-11-01 10:00:00+00:00,1.8200900554656985,1.8205699920654297,1.8179500102996824,1.8196099996566768
2021-11-01 11:00:00+00:00,1.819599986076355,1.819880008697509,1.817229986190796,1.8197100162506104
2021-11-01 12:00:00+00:00,1.819700002670288,1.8215399980545044,1.8186500072479248,1.8206299543380733
2021-11-01 13:00:00+00:00,1.820619940757752,1.8214099407196045,1.8170700073242188,1.8183499574661253
2021-11-01 14:00:00+00:00,1.8182799816131592,1.818950057029724,1.8157299757003784,1.8177000284194944
2021-11-01 15:00:00+00:00,1.8177000284194944,1.818169951438904,1.814880013465881,1.815410017967224
2021-11-01 16:00:00+00:00,1.8154000043869016,1.8162800073623653,1.8137500286102293,1.8141499757766724
2021-11-01 17:00:00+00:00,1.814200043678284,1.8164900541305544,1.813809990882873,1.816290020942688
2021-11-01 18:00:00+00:00,1.816390037536621,1.81676995754242,1.8147300481796265,1.8163299560546875
2021-11-01 19:00:00+00:00,1.8163299560546875,1.817639946937561,1.815940022468567,1.8167599439620967
2021-11-01 20:00:00+00:00,1.816709995269776,1.817020058631897,1.8139599561691284,1.8149900436401367
2021-11-01 21:00:00+00:00,1.8141800165176392,1.8196300268173216,1.8137999773025515,1.8162800073623653
2021-11-01 22:00:00+00:00,1.816290020942688,1.8168100118637085,1.813770055770874,1.8158799409866333
2021-11-01 23:00:00+00:00,1.815960049629212,1.816650032997132,1.815250039100647,1.815719962120056
2021-11-02 00:00:00+00:00,1.815659999847412,1.8161499500274656,1.813969969749451,1.8144899606704712
2021-11-02 01:00:00+00:00,1.8145400285720823,1.8146699666976929,1.8123899698257449,1.8130799531936648
2021-11-02 02:00:00+00:00,1.8130899667739868,1.8154300451278689,1.8126699924469,1.81535005569458
2021-11-02 03:00:00+00:00,1.8154200315475464,1.8229299783706665,1.8127800226211548,1.81893002986908
2021-11-02 04:00:00+00:00,1.818989992141724,1.8237199783325195,1.818300008773804,1.82220995426178
2021-11-02 05:00:00+00:00,1.8222600221633911,1.8244800567626955,1.8206900358200075,1.8230400085449217
2021-11-02 06:00:00+00:00,1.8230299949646,1.8268699645996087,1.82246994972229,1.8257700204849243
2021-11-02 07:00:00+00:00,1.8264199495315552,1.829349994659424,1.8261799812316888,1.8276599645614624
2021-11-02 08:00:00+00:00,1.8276000022888184,1.8288700580596924,1.825899958610535,1.826650023460388
2021-11-02 09:00:00+00:00,1.8267500400543213,1.8279800415039065,1.824659943580628,1.8265899419784544
2021-11-02 10:00:00+00:00,1.8265700340271,1.8282099962234497,1.825850009918213,1.8272700309753416
2021-11-02 11:00:00+00:00,1.827209949493408,1.828220009803772,1.826259970664978,1.8281500339508057
2021-11-02 12:00:00+00:00,1.8280400037765503,1.8301299810409544,1.827299952507019,1.8296500444412231
2021-11-02 13:00:00+00:00,1.829740047454834,1.8305200338363647,1.8277499675750728,1.8285399675369265
2021-11-02 14:00:00+00:00,1.8286199569702148,1.8300800323486328,1.827450037002564,1.8290499448776243
2021-11-02 15:00:00+00:00,1.8290499448776243,1.8324799537658687,1.8278499841690063,1.8322199583053589
2021-11-02 16:00:00+00:00,1.832260012626648,1.8333499431610107,1.8310699462890625,1.8330199718475344
2021-11-02 17:00:00+00:00,1.832949995994568,1.834020018577576,1.8325599431991573,1.833619952201844
2021-11-02 18:00:00+00:00,1.833739995956421,1.834020018577576,1.832669973373413,1.8336600065231323
2021-11-02 19:00:00+00:00,1.8336700201034544,1.8342399597167969,1.8313299417495728,1.8318500518798828
2021-11-02 20:00:00+00:00,1.8319400548934937,1.8327200412750244,1.831240057945252,1.831779956817627
2021-11-02 21:00:00+00:00,1.8318099975585933,1.833459973335266,1.8302799463272093,1.831339955329895
2021-11-02 22:00:00+00:00,1.831339955329895,1.832900047302246,1.831339955329895,1.8323899507522583
2021-11-02 23:00:00+00:00,1.8324700593948364,1.8328200578689573,1.8305100202560425,1.830970048904419
2021-11-03 00:00:00+00:00,1.8310699462890625,1.833050012588501,1.8308500051498413,1.831740021705628
2021-11-03 01:00:00+00:00,1.831680059432984,1.833150029182434,1.830530047416687,1.832730054855347
2021-11-03 02:00:00+00:00,1.8328200578689573,1.8342399597167969,1.8323999643325808,1.833619952201844
2021-11-03 03:00:00+00:00,1.8336100578308103,1.8352400064468384,1.8326499462127688,1.833009958267212
2021-11-03 04:00:00+00:00,1.8330399990081787,1.8342499732971191,1.8318899869918823,1.8330299854278564
2021-11-03 05:00:00+00:00,1.8333699703216555,1.833459973335266,1.831769943237305,1.8319799900054927
2021-11-03 06:00:00+00:00,1.83204996585846,1.832299947738648,1.830420017242432,1.8313299417495728
2021-11-03 07:00:00+00:00,1.8313299417495728,1.83135998249054,1.828449964523316,1.8289999961853027
2021-11-03 08:00:00+00:00,1.829020023345948,1.830979943275452,1.8270200490951536,1.8306200504302976
2021-11-03 09:00:00+00:00,1.8306200504302976,1.8321399688720703,1.8295300006866453,1.830989956855774
2021-11-03 10:00:00+00:00,1.830970048904419,1.831769943237305,1.829390048980713,1.8299599885940552
2021-11-03 11:00:00+00:00,1.8299299478530884,1.8351800441741943,1.8293299674987795,1.834820032119751
2021-11-03 12:00:00+00:00,1.834820032119751,1.8367300033569336,1.83407998085022,1.8353899717330933
2021-11-03 13:00:00+00:00,1.835379958152771,1.8366700410842896,1.8349900245666504,1.8363900184631348
2021-11-03 14:00:00+00:00,1.8363699913024905,1.839229941368103,1.8354300260543823,1.8379499912261963
2021-11-03 15:00:00+00:00,1.8381500244140625,1.840569972991944,1.8375999927520752,1.838320016860962
2021-11-03 16:00:00+00:00,1.838320016860962,1.84197998046875,1.837689995765686,1.841930031776428
2021-11-03 17:00:00+00:00,1.8419400453567505,1.8424999713897705,1.8392200469970703,1.8398300409317017
2021-11-03 18:00:00+00:00,1.8398499488830569,1.8409600257873533,1.83542001247406,1.8371399641036987
2021-11-03 19:00:00+00:00,1.8372600078582764,1.83788001537323,1.8345500230789185,1.8357000350952148
2021-11-03 20:00:00+00:00,1.8357499837875368,1.8379000425338743,1.8349299430847168,1.8371299505233765
2021-11-03 21:00:00+00:00,1.837180018424988,1.83899998664856,1.8350000381469729,1.8365700244903564
2021-11-03 22:00:00+00:00,1.8365700244903564,1.8371399641036987,1.8349699974060056,1.8361999988555908
2021-11-03 23:00:00+00:00,1.8362300395965576,1.8363900184631348,1.833209991455078,1.833739995956421
2021-11-04 00:00:00+00:00,1.8333899974823,1.8344999551773071,1.8325200080871584,1.8342299461364744
2021-11-04 01:00:00+00:00,1.8342299461364744,1.834980010986328,1.8326300382614136,1.834030032157898
2021-11-04 02:00:00+00:00,1.834020018577576,1.834879994392395,1.831740021705628,1.832430005073548
2021-11-04 03:00:00+00:00,1.8324600458145144,1.8332699537277224,1.8315800428390503,1.832980036735535
2021-11-04 04:00:00+00:00,1.8330899477005005,1.8338700532913208,1.8316500186920168,1.8337299823760984
2021-11-04 05:00:00+00:00,1.8338199853897093,1.837049961090088,1.8334100246429443,1.836549997329712
2021-11-04 06:00:00+00:00,1.8365700244903564,1.838250041007996,1.8356399536132808,1.8375699520111084
2021-11-04 07:00:00+00:00,1.8375799655914309,1.8382799625396729,1.83433997631073,1.835970044136048
2021-11-04 08:00:00+00:00,1.8359899520874023,1.836840033531189,1.8343100547790527,1.83610999584198
2021-11-04 09:00:00+00:00,1.8361200094223025,1.8371100425720213,1.8345500230789185,1.8358500003814693
2021-11-04 10:00:00+00:00,1.8358500003814693,1.8362900018692017,1.83404004573822,1.8361400365829468
2021-11-04 11:00:00+00:00,1.8362300395965576,1.8403600454330444,1.8356300592422483,1.8382899761199951
2021-11-04 12:00:00+00:00,1.838750004768372,1.838750004768372,1.8243000507354736,1.8272900581359863
2021-11-04 13:00:00+00:00,1.8273600339889529,1.8286099433898928,1.825649976730347,1.826689958572388
2021-11-04 14:00:00+00:00,1.826689958572388,1.827569961547852,1.8246500492095947,1.826550006866455
2021-11-04 15:00:00+00:00,1.8265199661254885,1.8276000022888184,1.8221800327301023,1.822550058364868
2021-11-04 16:00:00+00:00,1.822530031204224,1.8259199857711792,1.8222500085830688,1.8238600492477417
2021-11-04 17:00:00+00:00,1.8239200115203853,1.8247300386428835,1.8228100538253784,1.8242599964141848
2021-11-04 18:00:00+00:00,1.8243600130081177,1.8251500129699707,1.8230600357055664,1.823349952697754
2021-11-04 19:00:00+00:00,1.8233400583267207,1.8245500326156616,1.823099970817566,1.8235599994659424
2021-11-04 20:00:00+00:00,1.8235700130462649,1.8249599933624268,1.8223799467086792,1.82385003566742
2021-11-04 21:00:00+00:00,1.822950005531311,1.8243999481201167,1.8213800191879272,1.8229600191116333
2021-11-04 22:00:00+00:00,1.823279976844788,1.8247400522232056,1.822659969329834,1.823930025100708
2021-11-04 23:00:00+00:00,1.82385003566742,1.8245699405670168,1.8227499723434448,1.8229899406433103
2021-11-05 00:00:00+00:00,1.823300004005432,1.8251700401306152,1.82177996635437,1.8240200281143188
2021-11-05 01:00:00+00:00,1.824049949645996,1.8265800476074217,1.8234299421310425,1.825600028038025
2021-11-05 02:00:00+00:00,1.8256200551986688,1.827929973602295,1.825279951095581,1.8260200023651123
2021-11-05 03:00:00+00:00,1.8260899782180784,1.82712996006012,1.8242499828338623,1.825070023536682
2021-11-05 04:00:00+00:00,1.824970006942749,1.825629949569702,1.8237500190734863,1.824429988861084
2021-11-05 05:00:00+00:00,1.8244400024414065,1.8266199827194207,1.8241100311279297,1.826509952545166
2021-11-05 06:00:00+00:00,1.826640009880066,1.827620029449463,1.825350046157837,1.826629996299744
2021-11-05 07:00:00+00:00,1.8265999555587769,1.828070044517517,1.82588005065918,1.8274999856948853
2021-11-05 08:00:00+00:00,1.8274799585342407,1.827569961547852,1.8223899602890008,1.8229999542236328
2021-11-05 09:00:00+00:00,1.823009967803955,1.8239699602127075,1.8211599588394165,1.8218200206756592
2021-11-05 10:00:00+00:00,1.82177996635437,1.8237099647521973,1.820520043373108,1.8234800100326536
2021-11-05 11:00:00+00:00,1.8234800100326536,1.824970006942749,1.822530031204224,1.8235599994659424
2021-11-05 12:00:00+00:00,1.823609948158264,1.8260899782180784,1.820369958877564,1.821300029754639
2021-11-05 13:00:00+00:00,1.821329951286316,1.8239799737930296,1.8199900388717647,1.822659969329834
2021-11-05 14:00:00+00:00,1.822659969329834,1.8236199617385864,1.8205699920654297,1.8208500146865845
2021-11-05 15:00:00+00:00,1.8208400011062624,1.8235700130462649,1.8202600479125977,1.8212900161743164
2021-11-05 16:00:00+00:00,1.821300029754639,1.8229299783706665,1.82014000415802,1.8227900266647337
2021-11-05 17:00:00+00:00,1.8228199481964111,1.8242199420928955,1.822550058364868,1.823349952697754
2021-11-05 18:00:00+00:00,1.8233100175857544,1.823799967765808,1.822029948234558,1.823240041732788
2021-11-05 19:00:00+00:00,1.823259949684143,1.823639988899231,1.8219499588012693,1.8228700160980225
2021-11-05 20:00:00+00:00,1.822800040245056,1.8238400220870967,1.8214499950408936,1.8228299617767327
2021-11-05 21:00:00+00:00,1.82260000705719,1.8234399557113647,1.82260000705719,1.8234399557113647
2021-11-05 22:00:00+00:00,1.8234399557113647,1.8234399557113647,1.8234399557113647,1.8234399557113647
2021-11-08 00:00:00+00:00,1.8240900039672847,1.825160026550293,1.823089957237244,1.8235399723052976
2021-11-08 01:00:00+00:00,1.8234000205993648,1.823989987373352,1.82220995426178,1.8236900568008425
2021-11-08 02:00:00+00:00,1.8236700296401973,1.8239799737930296,1.822059988975525,1.8230400085449217
2021-11-08 03:00:00+00:00,1.8231500387191768,1.8238400220870967,1.8214900493621824,1.821969985961914
2021-11-08 04:00:00+00:00,1.821900010108948,1.822610020637512,1.8207900524139404,1.8221299648284912
2021-11-08 05:00:00+00:00,1.8222899436950684,1.8227299451828003,1.8205699920654297,1.8208999633789065
2021-11-08 06:00:00+00:00,1.820970058441162,1.8227699995040887,1.820250034332276,1.8227699995040887
2021-11-08 07:00:00+00:00,1.8227699995040887,1.8227900266647337,1.820000052452088,1.8208500146865845
2021-11-08 08:00:00+00:00,1.820889949798584,1.8228700160980225,1.818950057029724,1.822510004043579
2021-11-08 09:00:00+00:00,1.822510004043579,1.8226200342178345,1.819239974021912,1.8218499422073364
2021-11-08 10:00:00+00:00,1.8218599557876587,1.822780013084412,1.821370005607605,1.8224200010299685
2021-11-08 11:00:00+00:00,1.82246994972229,1.8248900175094604,1.821239948272705,1.824790000915528
2021-11-08 12:00:00+00:00,1.824659943580628,1.8270000219345093,1.8237899541854856,1.826189994812012
2021-11-08 13:00:00+00:00,1.826259970664978,1.828029990196228,1.825819969177246,1.8268500566482544
2021-11-08 14:00:00+00:00,1.826879978179932,1.8272299766540527,1.8246899843215945,1.8266700506210327
2021-11-08 15:00:00+00:00,1.826629996299744,1.8292800188064573,1.825809955596924,1.8275099992752075
2021-11-08 16:00:00+00:00,1.8274999856948853,1.8277599811553955,1.8251099586486816,1.82574999332428
2021-11-08 17:00:00+00:00,1.825760006904602,1.8270000219345093,1.824970006942749,1.8268300294876096
2021-11-08 18:00:00+00:00,1.826810002326965,1.8269699811935425,1.8251700401306152,1.8258299827575684
2021-11-08 19:00:00+00:00,1.8260400295257568,1.826259970664978,1.824970006942749,1.8256100416183472
2021-11-08 20:00:00+00:00,1.825600028038025,1.8281099796295168,1.8253300189971924,1.82712996006012
2021-11-08 21:00:00+00:00,1.8271700143814087,1.8274600505828853,1.8258700370788568,1.8266199827194207
2021-11-08 22:00:00+00:00,1.8265700340271,1.8277299404144287,1.8231899738311768,1.827059984207153
2021-11-08 23:00:00+00:00,1.8271900415420528,1.829270005226136,1.8267799615859983,1.8290799856185915
2021-11-09 00:00:00+00:00,1.829200029373169,1.8321499824523928,1.82860004901886,1.831339955329895
2021-11-09 01:00:00+00:00,1.8313699960708616,1.8315099477767944,1.8297699689865112,1.8315099477767944
2021-11-09 02:00:00+00:00,1.8315000534057613,1.8318599462509155,1.8299100399017327,1.8313900232315063
2021-11-09 03:00:00+00:00,1.8313699960708616,1.8348000049591064,1.8311200141906736,1.8317899703979488
2021-11-09 04:00:00+00:00,1.8318599462509155,1.8323299884796145,1.830430030822754,1.8309299945831297
2021-11-09 05:00:00+00:00,1.8310500383377075,1.831169962882996,1.828969955444336,1.829859972000122
2021-11-09 06:00:00+00:00,1.829920053482056,1.830039978027344,1.8275400400161743,1.8279199600219729
2021-11-09 07:00:00+00:00,1.8279199600219729,1.829270005226136,1.8267699480056765,1.828969955444336
2021-11-09 08:00:00+00:00,1.8289899826049805,1.829270005226136,1.8265399932861328,1.827430009841919
2021-11-09 09:00:00+00:00,1.827430009841919,1.831689953804016,1.827059984207153,1.831279993057251
2021-11-09 10:00:00+00:00,1.8312900066375728,1.831629991531372,1.8296899795532229,1.830680012702942
2021-11-09 11:00:00+00:00,1.83066999912262,1.8325300216674805,1.829259991645813,1.831799983978272
2021-11-09 12:00:00+00:00,1.831779956817627,1.832810044288636,1.8311200141906736,1.8326300382614136
2021-11-09 13:00:00+00:00,1.8326300382614136,1.8332500457763672,1.8297499418258667,1.8306299448013303
