Date,Quantité
2019-01-07,48
2019-01-11,96
2019-02-14,240
2019-03-08,240
2019-03-31,240
2019-04-29,384
2019-06-17,192
2019-09-02,144
2019-09-28,1200
2020-01-06,1344
2020-03-11,144
2020-03-14,2400
2021-03-07,2400
