Date,Quantité
2019-07-31,144
2019-10-26,144
2020-01-03,48
2020-01-14,160
2020-02-09,160
2020-06-21,192
2020-06-30,144
2020-07-02,144
2020-09-02,240
2020-10-02,140
2020-10-07,210
2020-12-08,288
2021-02-07,288
2021-03-14,240
2021-05-01,240
2021-07-02,240
2021-08-06,384
2021-10-07,384
2021-12-09,336
