Date,Quantité
2020-06-01,144
2020-07-03,96
2020-08-12,96
2020-11-05,24
2021-01-13,96
2021-04-01,48
2021-06-01,80
2021-06-11,80
2021-08-19,96
2021-09-01,96
2021-09-17,96
2021-10-19,96
2021-11-11,48
