Date,Quantité
2019-02-14,12
2019-03-12,15
2019-03-27,24
2019-04-20,48
2019-06-19,48
2019-09-02,48
2019-10-26,48
2019-12-03,48
2020-01-07,96
2020-01-31,144
2020-03-15,144
2020-10-11,60
2021-01-05,96
2021-03-13,96
2021-04-19,96
2021-06-04,80
2021-09-13,48
2021-10-21,96
2021-11-18,168
