Date,Quantité
2019-06-19,12
2019-08-25,12
2019-09-02,12
2019-12-03,24
2020-06-01,24
2020-10-23,12
2021-01-05,12
2021-02-15,24
2021-05-05,24
2021-07-05,24
2021-09-03,24
2021-12-02,24
