Date,Quantité
2021-03-01,48
2021-03-11,48
2021-03-22,96
2021-04-11,48
2021-04-13,48
2021-04-26,144
2021-07-21,48
2021-09-17,48
2021-10-04,96
2021-10-12,48
2021-11-01,96
2021-11-03,48
2021-11-17,48
2021-12-01,144
2021-12-14,48
2021-12-27,48
