Date,Quantité
2019-02-14,12
2019-03-12,15
2019-04-29,24
2019-09-02,12
2019-10-26,48
2020-01-07,48
2020-01-31,144
2020-10-11,60
2021-01-05,48
2021-03-13,48
2021-06-04,48
2021-09-13,24
2021-10-21,60
2021-11-18,60
