Date,Quantité
2019-01-07,48
2019-01-17,48
2019-02-16,48
2019-03-08,144
2019-06-10,144
2019-08-28,96
2019-10-07,144
2020-01-09,48
2020-02-07,70
2020-05-13,48
2020-07-03,48
2020-10-01,24
2020-11-05,24
2020-12-09,24
2021-01-04,96
2021-05-10,40
2021-06-11,40
2021-08-02,48
2021-09-01,96
2021-11-02,96
