Date,Quantité
2021-03-01,24
2021-03-24,12
2021-04-06,48
2021-06-02,48
2021-07-02,96
2021-08-25,96
2021-09-07,120
2021-09-16,144
2021-10-12,144
2021-11-05,48
2021-12-03,240
2021-12-13,240
