Date,Quantité
2020-10-16,12
2020-10-29,24
2021-01-02,48
2021-02-24,48
2021-04-25,48
2021-06-02,48
2021-06-04,96
2021-06-21,48
2021-07-13,48
2021-08-03,48
2021-08-24,96
2021-09-03,48
2021-09-07,36
2021-09-10,96
2021-10-05,144
2021-11-09,48
2021-12-01,48
2021-12-09,48
2021-12-25,96
