Date,Quantité
2019-01-18,12
2019-02-21,24
2019-04-11,24
2019-05-23,24
2019-07-31,12
2019-08-27,24
2019-09-30,48
2019-10-27,48
2019-12-05,48
2020-01-09,96
2020-01-21,80
2020-02-10,48
2020-03-03,48
2020-05-07,48
2020-10-13,48
2021-01-10,48
2021-09-07,6
2021-12-01,12
