Date,Quantité
2019-11-11,24
2019-12-13,48
2020-01-03,96
2020-02-07,96
2020-03-06,96
2020-03-28,96
2020-10-01,96
2020-10-12,144
2021-01-25,144
2021-02-21,144
2021-08-12,48
2021-10-01,144
2021-10-21,48
2021-12-06,240
