Date,Quantité
2020-10-16,24
2020-10-29,24
2020-11-30,48
2020-12-10,48
2021-01-02,96
2021-02-06,48
2021-02-24,96
2021-04-01,96
2021-04-25,96
2021-05-12,120
2021-06-04,96
2021-07-13,96
2021-09-07,96
2021-09-10,96
2021-10-05,96
2021-11-09,144
2021-12-01,144
2021-12-09,96
2021-12-25,96
