Date,Quantité
2021-03-01,24
2021-03-11,24
2021-03-22,12
2021-04-13,48
2021-04-26,24
2021-06-02,36
2021-07-08,24
2021-07-21,24
2021-08-23,24
2021-09-08,24
2021-10-12,24
2021-11-01,24
2021-11-03,48
2021-12-01,24
