Date,Quantité
2020-01-08,12
2020-02-07,24
2020-02-25,48
2020-03-02,70
2020-03-13,48
2020-06-26,48
2020-12-10,24
2021-01-06,48
2021-03-21,12
2021-04-17,24
2021-06-04,48
2021-07-12,48
2021-10-01,48
2021-10-09,24
2021-11-02,48
2021-12-01,48
2021-12-02,96
