Date,Quantité
2019-01-09,48
2019-01-22,48
2019-02-01,1
2019-02-01,1
2019-03-31,48
2019-08-16,48
2019-09-04,48
2019-10-02,30
2019-10-26,48
2019-12-08,48
2019-12-16,96
2020-02-02,96
2020-06-26,48
2020-09-17,48
2020-10-26,48
2020-11-20,48
2021-01-04,48
2021-01-17,48
2021-03-07,96
2021-05-18,40
2021-10-01,48
2021-11-17,48
