Date,Quantité
2019-06-16,96
2019-09-20,192
2020-01-28,160
2020-03-16,140
2020-09-09,192
2021-02-28,96
2021-05-03,40
2021-07-02,144
2021-09-08,48
2021-10-02,96
2021-11-05,96
2021-12-01,96
