Date,Quantité
2019-06-19,12
2019-07-11,12
2019-08-15,12
2019-11-01,12
2020-02-02,24
2020-05-11,12
2020-07-15,12
2020-10-21,12
2020-12-03,12
2021-01-07,24
2021-05-11,24
2021-10-01,12
