Date,Quantité
2020-09-28,48
2020-10-09,96
2020-10-26,96
2020-11-20,144
2021-01-10,48
2021-01-17,192
2021-04-19,144
2021-07-15,96
2021-09-01,48
2021-10-01,240
2021-11-02,48
2021-11-17,96
2021-12-08,240
