Date,Quantité
2019-11-18,48
2019-12-16,48
2020-01-05,24
2020-01-14,96
2020-02-03,70
2020-02-07,96
2020-02-25,48
2020-03-02,48
2020-09-02,48
2020-09-28,96
2020-10-16,48
2020-10-22,96
2020-11-25,48
2020-12-10,48
2021-01-23,48
2021-02-07,48
2021-02-21,48
2021-03-15,96
2021-04-14,48
2021-06-02,80
2021-07-01,96
2021-07-06,144
2021-11-01,96
2021-12-01,144
2021-12-02,48
