Date,Quantité
2020-09-28,48
2020-10-01,48
2020-10-08,48
2020-11-05,72
2021-01-04,48
2021-01-24,48
2021-02-28,96
2021-04-01,96
2021-06-22,96
2021-07-15,96
2021-09-01,48
2021-09-17,144
2021-10-19,800
