Date,Quantité
2020-10-01,12
2020-10-08,12
2020-10-23,24
2020-12-03,48
2021-03-16,24
2021-05-05,40
2021-07-02,48
2021-08-04,48
2021-09-07,48
2021-10-07,96
2021-11-01,48
2021-12-02,48
