Date,Quantité
2019-01-07,48
2019-02-14,96
2019-03-08,144
2019-06-12,144
2019-08-09,144
2019-09-28,48
2019-10-07,384
2020-01-13,384
2020-08-03,384
2020-11-07,384
2021-03-20,384
2021-07-05,120
2021-08-25,384
2021-12-01,384
