Date,Quantité
2019-01-07,24
2019-02-14,48
2019-03-31,126
2019-06-16,48
2019-07-07,192
2019-09-20,288
2020-01-28,160
2020-03-16,70
2020-05-11,192
2020-06-22,192
2020-08-12,270
2020-11-07,144
2021-02-07,96
2021-02-28,96
2021-05-03,160
2021-06-11,160
2021-07-02,144
2021-09-03,240
2021-10-02,144
2021-11-05,192
