Date,Quantité
2020-10-15,12
2020-10-20,24
2020-11-29,48
2021-02-15,48
2021-03-21,48
2021-04-13,48
2021-06-18,48
2021-08-02,48
2021-09-03,24
2021-10-01,48
2021-11-05,48
