Date,Quantité
2021-03-01,24
2021-03-11,24
2021-04-13,48
2021-04-26,24
2021-05-18,48
2021-05-26,48
2021-06-21,48
2021-07-21,48
2021-08-03,48
2021-09-08,48
2021-10-04,48
2021-10-12,96
2021-11-03,48
2021-11-17,48
2021-12-04,48
2021-12-27,48
