Date,Quantité
2019-01-11,24
2019-01-18,24
2019-01-24,48
2019-02-04,48
2019-02-14,96
2019-03-08,96
2019-03-31,126
2019-04-20,240
2019-07-08,144
2019-10-07,240
2019-11-14,24
2019-11-23,144
2019-12-11,144
2020-01-03,144
2020-01-14,240
2020-01-27,460
2020-02-09,640
2020-02-15,960
2020-09-08,1200
2020-11-17,1200
2021-03-14,1200
2021-06-16,800
2021-09-02,144
2021-10-01,1200
2021-12-06,1200
