Date,Quantité
2020-10-16,12
2020-10-29,24
2020-11-30,48
2020-12-10,24
2021-02-06,48
2021-03-09,48
2021-06-02,48
2021-06-21,48
2021-07-13,48
2021-09-07,48
2021-11-09,48
2021-12-01,48
